id,video_description,create_time,voice_to_text,Topic,partei
7463773564315962647,"Unser Landesvorsitzender und Ministerpräsident sagt eindeutig: Ihr habt jetzt die Wahl! 🗳️ Kurs oder Chaos, Freiheit oder Verbote, Stärke und Stabilität oder Streit, Schulden und immer höhere Steuern. 🤝 #cdu #teamcdu #cduhessen #wirtschaft #politkwechsel #wiedernachvorne #hessenweiterführen",1737795209,"zweitausendfünfundzwanzig ist ein echtes schicksalsjahr für deutschland. zweitausendfünfundzwanzig mit dieser bundestagswahl ist eine unglaublich wichtige richtungsentscheidung für unser land, weil die menschen jetzt endlich die wahl haben. sie haben jetzt am dreiundzwanzigsten zweiten die wahl. Kurs oder Chaos Freiheit oder Verbote Stärke, unstabilität oder streitschulden und immer mehr Steuern, meine sehr geehrten Damen und Herren, das sind exakte Entscheidungen, vor denen wir stehen. und deswegen sage ich klar, wir brauchen mehr Hessen in Deutschland.
",W,CDU/CSU
7462272572110032150,"Unser Landesvorsitzender, Boris Rhein, stellt klar: Alle drei Minuten haben wir in Deutschland eine Pleite  – das ist das Ergebnis grüner Wirtschaftspolitik! 💸📉❌ #cdu #teamcdu #cduhessen #wirtschaft #politikwechsel #wiedernachvorne #hessenweiterführen",1737445741,"das Wachstum geht zurück Unternehmen wandern AB, die Wirtschaft steckt in der Krise. alle 3 Minuten, meine sehr geehrten Damen und Herren, haben wir eine pleite. man muss sich das vorstellen. nicht 3 Tage, nicht 3 Stunden, alle 3 Minuten haben wir in Deutschland eine pleite. will auch das sehr deutlich sagen über Robert Habeck. diese Firmen, über die ich gerade gesprochen habe, die hören nicht einfach auf, nur zu produzieren. ums auch mal klar zu sagen, eine pleite ist eine pleite. sie hören nicht einfach nur auf, zu produzieren, sie hören auf Arbeitsplätze zu schaffen, sie hören auf Steuern zu zahlen, sie hören auf, Aufträge zu erteilen und sie hören auf, im Übrigen der Politik zu vertrauen. das ist das Ergebnis dieser Art von Wirtschaftspolitik.",W&F,CDU/CSU
7469438154475375894,"All eyes on Hessen 🦁👀  Unser Landesvorsitzender Boris Rhein stellt klar: Hier gibt es keine Vertrauensverluste, weil unsere christlich-soziale Koalition für eine Politik für die Mehrheit sorgt. Ein starkes Land braucht eine starke Führung! 💪 #cdu #cduhessen #teamcdu #demokratie #vertrauen #politikwechsel #wiedernachvorne #hessenweiterführen",1739114098,"und es geht Anders. das zeigen doch unsere Länder, das zeigt Hessen, das zeigen die von uns regierten Länder. wenn man die Probleme angeht und löst, wenn man das Land führt und nicht schrille Debatten führt, dann gewinnt man auch das Vertrauen zurück in die Demokratie. liebe Freunde, das ist das, was unsere Aufgabe ist, das ist das, was wir liefern müssen, das einzige, das einzige, was Extremisten die Grundlage entzieht. das is eine Politik, die die Probleme in unserem Land endlich löst. und auch das, liebe Freunde, nur das geht mit der CDU, das geht mit der CSU und mit Friedrich März.
",S&O,CDU/CSU
7469437837876808982,"Die Enttäuschung im Land wächst, weil die Ampelregierung sich um die falschen Probleme gekümmert hat. 🙅 Wer die Sorgen der Mehrheit ignoriert, stärkt die Ränder und spielt den Extremen in die Karten.  ➡️ Es ist Zeit für die Union: Wir kümmern uns um das, was die Menschen wirklich bewegt! 🤝 #cdu #cduhessen #teamcdu #wirtschaft #comebackplan politikwechsel #wiedernachvorne",1739114025,"und liebe Freunde, wir hören ja sehr viel dieser Tage über eine Krise der Demokratie und ja, das stimmt. aber auch das will ich sagen, die größte Gefahr für die Demokratie ist Enttäuschung und liebe Freunde, auch Entfremdung von der Politik, weil das die Mitte der Gesellschaft trifft, das trifft die ganz normale Leute. und die letzten 3 ampeljahre sind 1 Brandbeschleuniger für diese Entwicklung gewesen. wer über Cannabis spricht statt über Kriminalität, wer über Wärmepumpen spricht statt über Wachstum, wer über mikra, wer mikration nicht begrenzen will, sondern wer mikration beschleunigen will, so wie dass Die Grünen auf ihrem Parteitag beschlossen haben, der stärkt die Ränder und der stärkt die Extremisten, liebe Freunde.",S&O,CDU/CSU
7468670331801160982,"Die deutsche Wirtschaft braucht dringend ein Comeback! 🚀 Steuern senken, mehr Investitionen, weniger Bürokratie – es ist Zeit für den Neustart! Unser Plan liegt auf dem Tisch, jetzt geht es darum, ihn umzusetzen. Lasst uns Deutschland wieder nach vorne bringen! Deswegen am 23. Februar beide Stimmen CDU. ❌❌ #cdu #cduhessen #teamcdu #wirtschaft #comebackplan politikwechsel #wiedernachvorne",1738935327,"deswegen brauchen wir jetzt, brauchen wir jetzt den Comeback Plan, den Friedrich März vorgelegt hat Steuern senken, Investitionen Stärken Bürokratie stoppen. wir christdemokraten und christsozialen werden dafür sorgen, dass made in Germany wieder für Premium steht statt für Probleme. mit uns gibt's weniger Harbeck und BR hat und vor allem einen wachstumskanzler. und dieser wachstumskanzler heißt Friedrich März, liebe Freunde.
",W&F,CDU/CSU
7468670071368469782,"Es ist kaum zu dass, dass Rot und Grüf wieder die Gesichter auf Wahlplakaten auftauchen, die in den letzten Jahren den Kurs in den Sand gesetzt haben. 🙅🆘 Wie soll man da noch Vertrauen haben? Vertrauen kommt nur mit der CDU und dem neuen Sofortprogramm, das endlich für den nötigen Kurswechsel sorgt! 💪 #cdu #teamcdu #cduhessen #cdupt25 #politikwechsel #btw25 #wiedernachvorne",1738935267,"und genau diese Haltung braucht Deutschland, natürlich auch bei der Wirtschaft. und ich weiß nicht, wie das ihnen gegangen ist, als es endlich losging, als endlich die Plakate hingen, habe ich schon dreimal hinschauen müssen, OB ich mich täusche. da hängen all die Gesichter an den Plakaten, auf den Plakaten von denen, die verantwortlich sind für das Schlamassel, in dem unser Land sich befindet. 3 Jahre Ampel haben dieses Land in einer hohen Art und Weise beschädigt, liebe Freunde. und sie hängen ihre Plakate auf, sie schreiben von Zuversicht, sie schwurbeln von Zuversicht. Zuversicht kann man aber nicht herbeischwurbeln. Zuversicht muss man durch die richtigen Rahmenbedingungen erarbeiten für die Bürgerinnen und Bürger, für die Wirtschaft in unserem Land.",W,CDU/CSU
7468669137368124694,"Die Konjunktur schwankt, die Migration stellt uns vor neue Herausforderungen, und die Wirtschaft braucht dringend einen Kurswechsel. 🔄💡 Unser Landesvorsitzender Boris Rhein zeigt klar auf: Es ist Zeit, umzusteuern - mit einer starken CDU, die endlich den nötigen Politikwechsel bringt. Denn nur so kann Deutschland wieder auf den richtigen Weg kommen zum Wohle der Bürgerinnen und Bürger in diesem Land! 🚀🇩🇪 #cdu #teamcdu #cduhessen #cdupt25 #politikwechsel #btw25 #wiedernachvorne",1738935049,,W,CDU/CSU
7468396403388075286,"Rot und Grün haben letzte Woche im Bundestag den Politikwechsel abgelehnt – obwohl die Bürgerinnen und Bürger ihn eindeutig fordern. 🙅💬 Unser Landesvorsitzender Boris Rhein stellt klar: Wer sich jetzt schon verweigert, wird auch in Zukunft keine Veränderungen bringen. Der Politikwechsel muss endlich kommen! 🚀💪   #cdu #teamcdu #cduhessen #borisrhein #cdupt25 #politikwechsel #wiedernachvorne",1738871545,"und dann haben wir die letzte Woche im Deutschen Bundestag erlebt, in der es für das, was die Menschen, was die Mehrheit der Bürgerinnen und Bürger wollen, keine Mehrheit gegeben hat. und zwar deswegen, und das ist, glaub ich, das, was man immer wieder deutlich sagen muss, deswegen, weil rot und grün, aber auch Teile der FDP nicht bereit gewesen sind, unseren Vorschlägen zuzustimmen. zuzustimmen, um einen Politikwechsel, den wir so dringend brauchen, einzuleiten, für klare Begrenzung der Migrations, für zurückweisungen an den Grenzen, für konsequente Abschiebungen und natürlich auch für eine sicherheitsoffensive für unser Land. und liebe Freundinnen und Freunde, sage das sehr deutlich, sage das sehr deutlich, wir dürfen denen jetzt auch nicht auf den Leim gehen. das war keine abstimmungsniederlage, liebe Freunde der Union, sondern es war 1 Offenbarungseid. es war 1 Offenbarungseid von rot und grün, was wir im Deutschen Bundestag erlebt haben.",W,CDU/CSU
7467238351356103958,"Unser Landesvoritzender Boris Rhein stellt klar, dass wir hinter dem 5-Punkte-Plan und der Entscheidung der letzten Woche stehen! 💪 Friedrich Merz hat genau das Richtige getan, als er die fünf entscheidenden Punkte in den Bundestag eingebracht hat. Klar, entschlossen und mit dem Blick in eine sichere Zukunft! 🔒 #cdu #teamcdu #cduhessen #borisrhein #fünfpunkteplan #cdupt25 #politikwechsel #wiedernachvorne",1738601918,"und deshalb, lieber Friedrich, es war nach erschaffenburg exakt die richtige Entscheidung, so zu handeln, 5 klare Punkte vorzulegen, 1 Gesetz vorzulegen und sehr deutlich zu zeigen, liebe Freunde, wir sind bereit, wir sind auch in der Lage, die Probleme dieses Landes entschieden, konsequent und vor allem, das ist das, was das Not tut, Aus der Mitte herauszulösen. das ist doch die Aufgabe, die wir haben.",M,CDU/CSU
7466831297508412694,"Klare Worte von unserem Landesvorsitzenden: ➡️ Während Deutschland ein starkes Konjunkturpaket braucht, liefert die Ampel ein Kiffergesetz und weltfremde Ideologieprojekte. Selbstbestimmungsgesetz, Cannabis-Clubs - niemand hat darauf gewartet! 🚫 Am 23. Februar beide Stimmen CDU, um endlich wieder unsere Zukunft zu gestalten: Konjunktur rauf, Kriminalität runter. 💪📈 #cdu #teamcdu #cduhessen #politikwechsel #konjunkturpaket #wirtschaft #wiedernachvorne #hessenweiterführen",1738507144,"und Freunde, was ist eigentlich die Antwort der Ampel gewesen? die Antwort der Ampel auf all das, über das wir sprechen, auf all das, was den Leuten Sorge macht, auf all das, was den Leuten auf den Nägeln brennt? Streit. wir habens eben gerade gesehen. selbstbestimmungsgesetz, Cannabis Clubs. und ich sage sehr deutlich, niemand in Deutschland will das. das ist Ideologie Stadt Innovation made in Germany. und wir brauchen jetzt 1 konjunkturpaket und kein kiffergesetz. Konjunktur rauf, Kriminalität runter. das ist CDU, liebe Freundinnen und Freunde.",W,CDU/CSU
7466731240440220950,"Unser Landesvorsitzender Boris Rhein macht klar: Wir brauchen mehr Hessen in Berlin! 🇩🇪 Die Entwicklungen im Bundestag zeigen, dass eine starke Stimme entscheidend ist. Jetzt heißt es: kämpfen für klare Regeln, konsequente Maßnahmen und ein sicheres Deutschland! 🔒🤝 #cdu #teamcdu #cduhessen #politkwechsel #wiedernachvorne #hessenweiterführen",1738483852,"wir brauchen mehr Hessen in Berlin, meine sehr geehrten Damen und Herren, und diese Liste legt den Grundstein und diese Kandidaten in den Wahlkreisen legen den Grundstein für mehr Hessen in Berlin. und deswegen müssen wir kämpfen, kämpfen, kämpfen, dass sie alle dann auch in den Deutschen Bundestag einziehen können.
",W,CDU/CSU
7466097763730590998,"„Der wichtigste Auftrag ist, dass sich die Menschen in unserem Lande wieder sicher fühlen können.“  Unser Kanzlerkandidat Friedrich Merz macht mit klarer Haltung und Verantwortung deutlich: Wir stehen für Lösungen statt endloser Debatten! ✅ #cdu #teamcdu #cduhessen #merzrede #politikwechsel #sicherheit #merzimfebruar",1738336354,"die Menschen draußen, die uns in diesen bewegten Tagen zuhören und zuschauen, die wollen nicht, dass wir hier untereinander Streit über die AfD miteinander austragen. die wollen, dass wir zu Lösungen kommen in den Fragen, die den lebensalltag der Menschen Tag für Tag befassen und beschäftigen. und wir wollen vor all den Dingen, dass wir zu Lösungen kommen, dass sich die Menschen in unserem lande wieder sicher fühlen können. das ist der wichtigste Auftrag, den wir als Parlamentarier in dieser innenpolitischen Debatte für unser Land haben, meine Damen und Herren.
",S&O,CDU/CSU
7466042289647865110,"Unser Landesvorsitzender, Boris Rhein stellt klar: Wir stehen für Null Toleranz bei Kriminalität! 🚨 Keine No-Go-Areas. Kein Täterschutz. Ein starker Staat schützt seine Bürger – jederzeit und überall! 🔒 #cdu #cduhessen #teamcdu #politikwechsel #sicherheit #wiedernachvorne ",1738323440,"wir sind die Partei der inneren Sicherheit. wir haben in Hessen einen klaren Kurs seit Volker buffier und der lautet, 0 Toleranz für no go Areas, 0 Toleranz für Kinderschänder und Frauenschläger, 0 Toleranz für kriminelle Clans und Messerstecher. wir brauchen einen kompletten Kurswechsel in der inneren Sicherheit. wir brauchen einen kompletten Politikwechsel in der Sicherheitspolitik unseres Landes. und das heißt, wir geben 1 sicherheitsversprechen an die Bürgerinnen und Bürger unseres Landes AB. wir stehen vor einem starken Staat, der seine Bürgerinnen und Bürger bereit ist zu schützen und der rechtsfreie räume nicht duldet. der Staat muss endlich wieder für Sicherheit Sorgen und zwar rund um die Uhr und an Allen Orten, so wie das der hessische Innenminister macht. Datenschutz darf eben kein teterschutz sein. das ist falsch verstandene liberalität. wir müssen in Allen Bereichen weg vom teterschutz, hin zum Opferschutz, weg vom Generalverdacht für Polizisten hin zur Gefängnishaft für Kriminelle. das ist die Linie der Union. nur wir machen dieses Land sicher. niemand sonst ist in der Lage dazu.",S&O,CDU/CSU
7472266262509341974,"Wir wollen bauen statt verbieten! 🏡🔨 Während andere Einfamilienhäuser verhindern und Familien finanziell belasten, setzen wir als Union auf Eigentumsförderung. 💪 #cdu #cduhessen #teamcdu #eigenheim #grunderwerbssteuer #wohnen #traumvomeigenheim #politikwechsel #wiedernachvorne",1739772584,"und Teile der grünen, gucken sie mal beispielsweise nach Hamburg haben 1 Familienhäuser verboten in bestimmten baugebieten und wenn Familien sich 1 Eigenheim kaufen wollen, dann werden sie vom Bund, vom Staat zur Kasse gebeten. wir wollen Häuser und Wohnungen bauen und keine Hürden. wir als Union wollen Eigentum fördern und nicht daran verbieten und deswegen wollen wir die Grunderwerbsteuer senken und zwar auf 0, meine sehr geehrten Damen und Herren.",W&F,CDU/CSU
7471946625464700182,"Klare Haltung für unsere Landwirtschaft! 🌾🚜 In Hessen sitzen die Bäuerinnen und Bauern nicht am Katzentisch, sondern mit am Kabinettstisch. Unser Landesvorsitzender Boris Rhein macht deutlich: So muss es auch im Bund laufen! 💪 #cdu #cduhessen #teamcdu #landwirtschaft #bauern #politikwechsel #wiedernachvorne",1739698150,"oder auch da is Hessen Vorbild. wir haben wieder 1 echtes Landwirtschaftsministerium. mit diesem Ministerium und mit diesem Minister ist eine sehr klar, die Bäuerinnen und Bauern sitzen in Hessen nicht am Katzentisch wie in Berlin, sondern sie sitzen mit am kabinetstisch. und genau das brauchen wir jetzt auch im Bund. 1 solcher Umgang mit Landwirtschaft, Bäuerinnen und Bauern ist das, was wir in Berlin brauchen, so wie wir das in Hessen machen.",U&E,CDU/CSU
7471311600335490326,"Eine starke Stimme für Hessen in Berlin! 🇩🇪💪 Patricia Lips auf die 1 - eine entschlossene, erfahre Kämpferin für unser Bundesland. Danke @patricia.lips.mdb für deinen Einsatz! 🤝 #cdu #cduhessen #teamcdu #patricialips #spitzenkandidatin #bundestagswahl2025 #btw25",1739550292,"wir haben eine tolle Spitzenkandidatin mit der Patricia Lips, mit unserer stellvertretenden Vorsitzender Bundestagsfraktion, mit unserer stellvertretenden Vorsitzenden der hessenunion, mit einer sehr starken Stimme in Berlin. liebe Patricia, eine tolle Spitzenkandidatin. ich bin dankbar dafür, dass du bereit bist, auf der Nummer 1 zu kandidieren.",W,CDU/CSU
7470223816099237142,"Es ist Zeit für Veränderung! 🔄 Ein Politikwechsel ist nur möglich, wenn die CDU am 23. Februar mit möglichst vielen Prozenten ins Ziel geht. Es muss endlich gehandelt werden und das machen nur wir. Daher: Beide Stimmen CDU! ❌❌ #cdu #cduhessen #teamcdu #borisrhein #politikwechsel #wiedernachvorne #bundestagswahl #btw25",1739297024,"die Bundestagswahl am 23.februar ist in der Tat eine historische Richtungsentscheidung für unser Land. nie wurden wir mehr gebraucht als zu dieser Zeit. und die zurückliegenden Wochen und die letzte Woche insbesondere hat gezeigt, 1. Politikwechsel. einen Politikwechsel legen wir einzig und allein mit einer maximal starken Union. keine koalitionsdebatten. eine klare Botschaft geben, mehr Prozente für CDU und CSU, desto mehr Programm der Union. und nur dann können wir Umsteuern bei den zentralen Herausforderungen für unser Land. wir stehen für die Mitte, wir christdemokraten stehen für die Mehrheit und wir stehen vor allem für Friedrich März. deswegen Freunde, lasst uns gemeinsam Deutschland wieder nach vorne bringen. jetzt geht's um alles. vielen herzlichen Dank! auf in den Kampf!",W,CDU/CSU
