music,count
7.467510139273154e+18,1
7.469805127327616e+18,1
7.468221707812146e+18,1
7.468715845301816e+18,1
7.473844338647617e+18,1
7.472774739305205e+18,1
7.473065253547281e+18,1
7.464524773377297e+18,1
7.464526728535231e+18,1
7.467111146458303e+18,1
7.454883542670003e+18,1
7.473489739207822e+18,1
7.47350683618496e+18,1
7.472133524076023e+18,1
7.471553444520659e+18,1
7.471681187296185e+18,1
7.471753020687388e+18,1
7.471753225029323e+18,1
7.471753274283773e+18,1
7.471753390201245e+18,1
7.472397754329861e+18,1
7.473856995632646e+18,1
7.472449461073186e+18,1
7.472469336411885e+18,1
7.472530014652404e+18,1
7.472666600588741e+18,1
7.472834968455481e+18,1
7.473163065845664e+18,1
7.471552938884893e+18,1
7.471328142838861e+18,1
7.470949468432813e+18,1
7.470825597221621e+18,1
7.470670024674347e+18,1
7.47057652863653e+18,1
7.470229135989034e+18,1
7.470123968507892e+18,1
7.469893480303659e+18,1
7.474657883202259e+18,1
7.474585793958285e+18,1
7.474363282694901e+18,1
7.474354086649006e+18,1
7.474323323222969e+18,1
7.47430231433303e+18,1
7.474193129114175e+18,1
7.474159895001336e+18,1
7.458685257295875e+18,1
7.464315821806243e+18,1
7.103355214865993e+18,1
7.461915760009547e+18,1
7.472282051769683e+18,1
7.096858059892328e+18,1
7.473030717770173e+18,1
7.462342056594869e+18,1
7.462368135422758e+18,1
7.462699316923174e+18,1
7.47344629493834e+18,1
7.474264554751593e+18,1
7.106816806072879e+18,1
7.473569280497027e+18,1
7.473622187856416e+18,1
7.473987033236065e+18,1
7.474206415784087e+18,1
7.474236710782274e+18,1
7.472077948963032e+18,1
7.471211196694007e+18,1
7.470423759539703e+18,1
7.474511283367939e+18,1
7.474159770778291e+18,1
7.473872022386052e+18,1
7.473869990824463e+18,1
7.473406841704205e+18,1
2.5012565547497472e+17,1
7.457267445133987e+18,1
7.452093791018765e+18,1
7.453532805390224e+18,1
7.467121252581641e+18,1
7.466814088870497e+18,1
7.45719552194675e+18,1
7.460164558083459e+18,1
7.459782245270474e+18,1
7.378287008903448e+18,1
7.378262381699598e+18,1
7.468261615877246e+18,1
7.473161134703382e+18,1
7.465715226715131e+18,1
7.473909524500336e+18,1
7.469842263862988e+18,1
7.470870969436474e+18,1
7.472425893928914e+18,1
7.472804719396015e+18,1
7.46828475087425e+18,1
7.470560488557284e+18,1
7.462759521316883e+18,1
7.463475999058021e+18,1
7.45942696607723e+18,1
7.460088303191756e+18,1
7.460508600629874e+18,1
7.460967247155695e+18,1
7.458340362690842e+18,1
7.454931622752751e+18,1
7.377913070490585e+18,1
7.461675626857467e+18,1
7.460875840865439e+18,1
7.458603114393373e+18,1
7.464306469169171e+18,1
7.452930956129257e+18,1
7.469494293510344e+18,1
7.376303916466964e+18,1
7.467540891457801e+18,1
7.467087577514772e+18,1
7.274050077050669e+18,1
7.473228008419249e+18,1
7.472747899597983e+18,1
7.472477852632141e+18,1
6.879030135161358e+18,1
7.473200903233326e+18,1
7.466064352569429e+18,1
7.472292554021572e+18,1
7.468700540436745e+18,1
7.467257941425065e+18,1
7.467501509858463e+18,1
7.467617602765999e+18,1
7.467865165212552e+18,1
7.468034095605108e+18,1
7.46829003075101e+18,1
7.462337586690805e+18,1
7.467127138156547e+18,1
7.462375427395325e+18,1
7.462448829661531e+18,1
7.46271738845104e+18,1
7.462820085273644e+18,1
7.463081315085536e+18,1
7.464643772275527e+18,1
7.467256697826954e+18,1
7.466451567953219e+18,1
7.466144530783963e+18,1
7.469765260154228e+18,1
7.464581295402798e+18,1
7.465433053863759e+18,1
7.460447462378687e+18,1
7.473498030416645e+18,1
7.473593943727525e+18,1
7.473918197391183e+18,1
7.470093206294695e+18,1
7.466380598899166e+18,1
7.470211706455985e+18,1
7.472703175070387e+18,1
7.473251443064032e+18,1
7.466120844616437e+18,1
7.466133525843774e+18,1
7.466133519568506e+18,1
7.464890106601164e+18,1
7.465047190044528e+18,1
7.465377298116529e+18,1
7.472452514441793e+18,1
7.466018783104257e+18,1
7.467160693273333e+18,1
7.467524467095309e+18,1
7.469022641203957e+18,1
6.972273461360102e+18,1
7.47400758581404e+18,1
7.466016003353415e+18,1
7.46540003791774e+18,1
7.042034686767401e+18,1
7.462699788065492e+18,1
7.462030836112592e+18,1
7.470467208179666e+18,1
7.470829603192786e+18,1
7.471217090346503e+18,1
7.47278137081468e+18,1
7.471944913429532e+18,1
7.469734128431369e+18,1
7.458309543341166e+18,1
7.458309426065509e+18,1
7.457938375161482e+18,1
7.457930623009754e+18,1
7.462039670994636e+18,1
7.461221603263843e+18,1
7.460823944719879e+18,1
7.460810705235643e+18,1
7.460250307707407e+18,1
7.459807947309338e+18,1
7.459665844176473e+18,1
7.459437222270356e+18,1
7.465768921729781e+18,1
7.465400128443108e+18,1
7.464580908093017e+18,1
7.468286394772147e+18,1
7.467881158375378e+18,1
7.463637373503457e+18,1
7.462409005349046e+18,1
7.46252575977356e+18,1
7.463145842979933e+18,1
7.463205845721222e+18,1
7.463431083800955e+18,1
7.463550519141829e+18,1
7.463840280291249e+18,1
7.465666879951588e+18,1
7.463899976470793e+18,1
7.464203726233456e+18,1
7.464262368698453e+18,1
7.46434376974451e+18,1
7.464592102972018e+18,1
7.465057221829152e+18,1
7.469417930279719e+18,1
7.469174934598651e+18,1
7.469094819393161e+18,1
7.469036510193389e+18,1
7.468788043540008e+18,1
7.46859502197626e+18,1
7.468332252049443e+18,1
7.468293639375784e+18,1
7.468256648142933e+18,1
7.467988276688884e+18,1
7.467721360182512e+18,1
7.467207240294878e+18,1
7.466896342678374e+18,1
7.466849877831731e+18,1
7.466808198331338e+18,1
7.466743173664868e+18,1
7.466514714110692e+18,1
7.465433292788025e+18,1
7.458663060111526e+18,1
7.467516022786985e+18,1
7.458028854628601e+18,1
7.455706263911812e+18,1
7.457172195689729e+18,1
7.457173503993843e+18,1
7.457287813210361e+18,1
7.45756096339988e+18,1
7.457957120961482e+18,1
7.473868247243918e+18,1
7.458663711545265e+18,1
7.470080961712754e+18,1
7.470570722826718e+18,1
7.471263828689309e+18,1
7.472375300731735e+18,1
7.376161469884123e+18,1
7.473044764431011e+18,1
7.45538471580012e+18,1
7.462016502972058e+18,1
7.461922591667393e+18,1
7.461369953652952e+18,1
7.46121444393224e+18,1
7.461177288864877e+18,1
7.460503247208614e+18,1
7.45986255572676e+18,1
7.459806706864836e+18,1
7.459787458433732e+18,1
7.459513202880105e+18,1
7.45944031591824e+18,1
7.459400475340951e+18,1
7.459120634892094e+18,1
7.459031300863741e+18,1
7.458972482314325e+18,1
7.458728152857054e+18,1
7.468702796406787e+18,1
7.470226892917411e+18,1
7.464640546595409e+18,1
6.927016038370429e+18,1
6.43956251149363e+18,1
7.461553625966692e+18,1
6.7807235678866e+18,1
7.462044214383462e+18,1
7.456844399587921e+18,1
7.457591165031566e+18,1
7.283328443169147e+18,1
6.818929317553163e+18,1
7.474167420417215e+18,1
7.474224939065331e+18,1
7.474285951302847e+18,1
7.474514369188007e+18,1
7.469834320568684e+18,1
7.470170980737207e+18,1
7.231091243878795e+18,1
7.387573619378046e+18,1
7.226230926606502e+18,1
7.459430677902085e+18,1
7.344571668081166e+18,1
7.465284428102029e+18,1
7.464902042859998e+18,1
7.060510140437318e+18,1
7.468617663133813e+18,1
7.468236446768433e+18,1
7.467918431347445e+18,1
7.354075402304424e+18,1
7.470919763935366e+18,1
7.253251821656934e+18,1
7.469745573307485e+18,1
6.987097084169177e+18,1
7.460283677539306e+18,1
7.47057333774913e+18,1
7.471248512413683e+18,1
7.458344964112535e+18,1
7.464605811646516e+18,1
7.463432714076589e+18,1
7.3386292098474e+18,1
6.696411903268227e+18,1
7.463759944517471e+18,1
7.463809339187416e+18,1
7.464144433580133e+18,1
7.46500717888532e+18,1
7.471316273276751e+18,1
7.465402106784714e+18,1
6.841577181295463e+18,1
7.458951055243103e+18,1
7.46017512861426e+18,1
7.031715696870427e+18,1
7.460636756800523e+18,1
7.463161224907443e+18,1
7.462790034593156e+18,1
7.462765557912702e+18,1
7.462432746020113e+18,1
7.469469308729658e+18,1
7.469449297341222e+18,1
7.469333482557197e+18,1
7.46909481770892e+18,1
7.469049167470775e+18,1
7.468348937750941e+18,1
7.467983892356582e+18,1
7.467908767158537e+18,1
7.467553601427131e+18,1
7.466493194562194e+18,1
7.466365993498021e+18,1
7.472375134210166e+18,1
7.472805254697094e+18,1
7.351541028727295e+18,1
6.906958480403106e+18,1
7.465795126959738e+18,1
7.473534277574659e+18,1
7.468338475382443e+18,1
7.460076119007104e+18,1
7.133307265893075e+18,1
7.290414452192201e+18,1
7.45784020290906e+18,1
7.473513661682765e+18,1
7.47393771635111e+18,1
7.470945106648927e+18,1
7.474294436307176e+18,1
7.474699804506869e+18,1
7.469754815313841e+18,1
7.152796746278504e+18,1
7.470211926518877e+18,1
7.470535238133845e+18,1
7.473065389442878e+18,1
7.471724490800795e+18,1
6.728562975734516e+18,1
7.47056666720774e+18,1
7.470128009404845e+18,1
7.474550642317495e+18,1
7.474331684318547e+18,1
7.457965192963214e+18,1
7.415561228057398e+18,1
7.463160503297347e+18,1
7.468281034653175e+18,1
7.473177351869238e+18,1
7.471296513512771e+18,1
7.457574492781546e+18,1
7.461975809428524e+18,1
7.460932252433993e+18,1
7.46758087666821e+18,1
7.416038630868733e+18,1
7.471331404791057e+18,1
7.461947112809385e+18,1
7.465004383216143e+18,1
7.462416760109796e+18,1
7.326647822359088e+18,1
7.462761389506989e+18,1
7.463518397200895e+18,1
7.46383580057384e+18,1
7.464928756516949e+18,1
7.465330457970806e+18,1
7.471584459163946e+18,1
7.458510934559034e+18,1
7.364100791302883e+18,1
7.455030800359198e+18,1
7.459810554850397e+18,1
7.460163512577297e+18,1
7.460537590715567e+18,1
7.462325752916479e+18,1
7.468734475479436e+18,1
7.45074094571422e+18,1
7.468344303505526e+18,1
7.467976520896613e+18,1
7.467604982184201e+18,1
7.467564243928354e+18,1
7.467249249461702e+18,1
7.448393720044473e+18,1
7.467166560383553e+18,1
7.46616547560137e+18,1
7.473166280837991e+18,1
7.473078676347686e+18,1
7.473055550855466e+18,1
7.472808212908019e+18,1
7.472791473210346e+18,1
7.472437712927755e+18,1
7.358689665282477e+18,1
7.461163907672034e+18,1
7.455655765504691e+18,1
7.467649728844434e+18,1
7.472753571966438e+18,1
7.472854560911019e+18,1
7.473124567075098e+18,1
7.46613691586095e+18,1
7.466417079923838e+18,1
7.466818427286523e+18,1
7.467861085572386e+18,1
7.46953120984143e+18,1
7.468021418970648e+18,1
7.46845295686481e+18,1
7.468462996101352e+18,1
7.468615868495187e+18,1
7.468697228447649e+18,1
7.46901370515512e+18,1
7.472728871340297e+18,1
7.472706708242976e+18,1
7.472434990864731e+18,1
7.472317447765364e+18,1
7.472141986774945e+18,1
7.472118836753599e+18,1
7.471981215755767e+18,1
7.471721059743469e+18,1
7.47166937156007e+18,1
7.471252272048721e+18,1
7.470653850782698e+18,1
7.470648221477064e+18,1
7.470491704639245e+18,1
7.469897938760666e+18,1
7.46987403870282e+18,1
7.469834988431674e+18,1
7.469578109101084e+18,1
7.469477248317672e+18,1
7.462680798165716e+18,1
7.456799365219995e+18,1
7.461220331374956e+18,1
7.460087939494579e+18,1
7.460486046430678e+18,1
7.460854101002931e+18,1
7.460976743785057e+18,1
7.460982876873936e+18,1
7.461176135817186e+18,1
7.461582339815443e+18,1
7.46420227583612e+18,1
7.461693555752816e+18,1
7.461742799552105e+18,1
7.461984854708669e+18,1
7.4620224879386e+18,1
7.457206960446868e+18,1
7.457295922973412e+18,1
7.45985283071576e+18,1
7.459799613516582e+18,1
7.459466861177064e+18,1
7.458609020220329e+18,1
7.465760743012503e+18,1
7.465446717786164e+18,1
7.465433160072515e+18,1
7.4653729054094e+18,1
7.465297210188647e+18,1
7.465097759428087e+18,1
7.464999539306565e+18,1
7.464901893698719e+18,1
7.464647500999609e+18,1
7.464583923865652e+18,1
7.46431161764417e+18,1
7.464265818433588e+18,1
7.4642497967917e+18,1
7.474586344753499e+18,1
7.474372397282397e+18,1
7.474369874749001e+18,1
7.467962907261226e+18,1
7.472713711757643e+18,1
7.472794113731857e+18,1
7.473155141433691e+18,1
7.467239975537823e+18,1
7.467554210973371e+18,1
7.467597097798274e+18,1
7.468343407493647e+18,1
7.474342458962529e+18,1
7.468699204497198e+18,1
7.462299277449825e+18,1
7.462406303864966e+18,1
7.462757423393787e+18,1
7.463502307939028e+18,1
7.464645030297619e+18,1
7.472429465242013e+18,1
7.472025107903172e+18,1
7.471623749901716e+18,1
7.47130381247408e+18,1
7.470834725091872e+18,1
7.470563982261145e+18,1
7.470183443876433e+18,1
7.469829584109735e+18,1
7.474296376287481e+18,1
7.474198879287905e+18,1
7.473884042577546e+18,1
7.473536511872716e+18,1
7.244851220488244e+18,1
7.458280044583259e+18,1
7.458274619783466e+18,1
7.457928084193627e+18,1
7.457201482489056e+18,1
7.465008039272402e+18,1
7.465738046680485e+18,1
7.459441660138262e+18,1
7.468968343665839e+18,1
7.474326137389338e+18,1
7.474278143084269e+18,1
7.474262869220707e+18,1
7.474260629202701e+18,1
7.474215199819189e+18,1
7.474213134909656e+18,1
7.473898562565656e+18,1
7.473875324863188e+18,1
7.473874037430488e+18,1
7.473868987510705e+18,1
7.473862114369736e+18,1
7.473845767025249e+18,1
7.473573687872687e+18,1
7.473488000213454e+18,1
7.468724820453101e+18,1
7.459794513194012e+18,1
7.468286756115222e+18,1
7.468223270949604e+18,1
7.467975477049282e+18,1
7.467930019357036e+18,1
7.470134073252842e+18,1
7.469824689545383e+18,1
7.473838955398811e+18,1
7.47383835953598e+18,1
7.473837331738332e+18,1
7.473836720033418e+18,1
7.473836083077008e+18,1
7.473835790106365e+18,1
7.460938378928e+18,1
7.460502771696012e+18,1
7.467225407030054e+18,1
7.467125984391597e+18,1
7.466007381198736e+18,1
7.460511609842912e+18,1
7.466807808335924e+18,1
7.469024091647921e+18,1
7.469455446924545e+18,1
7.463983541114965e+18,1
7.31139228684221e+18,1
7.459519896184688e+18,1
7.455813736907918e+18,1
7.473180999284035e+18,1
7.457506765199953e+18,1
7.45797578469242e+18,1
7.458367509897465e+18,1
7.473559098494782e+18,1
7.473926158280986e+18,1
7.470988089727208e+18,1
7.473048731206684e+18,1
7.472714722761133e+18,1
7.472425057455033e+18,1
7.47020794350358e+18,1
7.470132966281203e+18,1
7.474208966625938e+18,1
7.47387836586874e+18,1
7.473466390637923e+18,1
7.457203114784804e+18,1
7.472337976723983e+18,1
7.460470150861426e+18,1
7.460463947930488e+18,1
7.459755487656005e+18,1
7.459296066253377e+18,1
7.459295036371521e+18,1
7.459294061216779e+18,1
7.459293520076082e+18,1
7.472806790875713e+18,1
7.465491301556588e+18,1
7.473230648330604e+18,1
7.468249586400136e+18,1
7.470554838531657e+18,1
7.470859149564612e+18,1
7.472831738784321e+18,1
7.473166282727116e+18,1
7.467478010293079e+18,1
7.467538386136583e+18,1
7.46237398695412e+18,1
7.465766932907462e+18,1
7.464998949846961e+18,1
7.460441063904251e+18,1
7.474668581653908e+18,1
7.470148344090742e+18,1
7.470897789955296e+18,1
7.472425898878373e+18,1
7.470511485215624e+18,1
7.474183444554108e+18,1
7.47418113473474e+18,1
7.458397774445104e+18,1
7.460934621309079e+18,1
6.618871733141114e+18,1
7.458724937661369e+18,1
7.458570898207935e+18,1
7.464929385628732e+18,1
7.463127773718613e+18,1
7.46307635457411e+18,1
7.467192863979277e+18,1
7.470870387902582e+18,1
7.469815921358605e+18,1
7.45790547412255e+18,1
7.459681672922549e+18,1
7.465796957345156e+18,1
7.465421834558639e+18,1
7.463414072940465e+18,1
7.463026499109637e+18,1
7.457263929962678e+18,1
7.465428374912634e+18,1
7.459138522348375e+18,1
7.460200497506389e+18,1
7.460970178315685e+18,1
7.456123380618268e+18,1
7.456522226571512e+18,1
7.473781781462257e+18,1
7.467997053953281e+18,1
7.4702073418377e+18,1
7.472019042762903e+18,1
7.464635119748402e+18,1
7.465015483452935e+18,1
7.462102927408467e+18,1
7.473895525834673e+18,1
7.463571273811889e+18,1
7.469158833294806e+18,1
7.468411901370765e+18,1
7.467111447483501e+18,1
7.466168936871971e+18,1
7.466096920361945e+18,1
7.472677471479139e+18,1
7.471741823304665e+18,1
7.471006976695766e+18,1
7.457529094306106e+18,1
7.47019723514633e+18,1
7.47009330860632e+18,1
7.458306238913302e+18,1
7.45825249706969e+18,1
7.405397834155837e+18,1
7.448639623607832e+18,1
7.462033868409916e+18,1
7.472410663187729e+18,1
7.472411032163732e+18,1
7.467195004230864e+18,1
7.460516896661261e+18,1
7.467898613532872e+18,1
7.467254899688934e+18,1
7.472706223232552e+18,1
7.471728167014256e+18,1
7.471217371441614e+18,1
7.471216881546857e+18,1
7.471216393443085e+18,1
7.470466512018198e+18,1
7.470100127209442e+18,1
7.469695761354182e+18,1
7.473791103817305e+18,1
7.473410181737713e+18,1
7.457165953433636e+18,1
7.461631767095545e+18,1
7.460148948357238e+18,1
7.467237056025513e+18,1
7.459756204706156e+18,1
7.459382377337474e+18,1
7.465374784978439e+18,1
7.465374639452278e+18,1
7.463528046268517e+18,1
7.463151273551187e+18,1
7.462823971465989e+18,1
7.462404034918518e+18,1
7.468299941456612e+18,1
7.468266933700398e+18,1
7.467946266730794e+18,1
7.467929228090346e+18,1
7.46757277667774e+18,1
7.467558966903508e+18,1
7.231997808928033e+18,1
7.467567447248244e+18,1
7.469895204695297e+18,1
7.474337465429921e+18,1
7.46909140572683e+18,1
7.462762285926485e+18,1
7.463101835144203e+18,1
7.465735072885968e+18,1
7.285818934447802e+18,1
7.474277072459238e+18,1
7.470187122343923e+18,1
7.46609666191226e+18,1
7.126258664486866e+18,1
7.465003092439141e+18,1
7.46017675581963e+18,1
7.454918618057477e+18,1
7.455245065380793e+18,1
7.457315218369138e+18,1
7.46757041677853e+18,1
7.470934776075374e+18,1
7.470548761358503e+18,1
7.461213837161811e+18,1
7.460988857220763e+18,1
7.465016087467445e+18,1
6.96450233998695e+18,1
7.467990305142557e+18,1
7.467619584718129e+18,1
7.470489254691342e+18,1
7.474586183855934e+18,1
7.474375219034131e+18,1
7.473923046086118e+18,1
7.473459676672936e+18,1
7.369133081910184e+18,1
6.849761091099052e+18,1
7.46946816443122e+18,1
7.45794985044799e+18,1
7.473980384020336e+18,1
7.468325374338895e+18,1
7.159370672936848e+18,1
7.415614508359618e+18,1
7.423091181703482e+18,1
7.288226217396242e+18,1
7.249776540907751e+18,1
7.423098094910836e+18,1
7.469825153810894e+18,1
7.295856786358865e+18,1
7.459528203233693e+18,1
7.411586299839121e+18,1
7.468672040417938e+18,1
7.361203031477652e+18,1
7.3588226678206e+18,1
7.460165925490494e+18,1
7.474062472803372e+18,1
7.455326485382368e+18,1
6.981828410792217e+18,1
7.452920521051622e+18,1
7.369291992838179e+18,1
7.465757740523507e+18,1
7.463930151148735e+18,1
6.91722125364429e+18,1
7.46275050122355e+18,1
7.417764580070001e+18,1
7.468330959734181e+18,1
7.128165131732733e+18,1
7.360029845722877e+18,1
7.473092739475901e+18,1
7.473032186715835e+18,1
7.472066106225593e+18,1
7.471203741242592e+18,1
7.470148878415842e+18,1
7.469104366324436e+18,1
7.467267751745179e+18,1
7.472742072422272e+18,1
7.471618343293423e+18,1
7.473543714020445e+18,1
7.473544887963946e+18,1
7.473824348786839e+18,1
7.473850088160972e+18,1
7.474588771955052e+18,1
7.470189440967708e+18,1
7.4728422510439e+18,1
