id;video_description;create_time;region_code;share_count;view_count;like_count;comment_count;music_id;hashtag_names;username;effect_ids;playlist_id;voice_to_text;Topic
7460102365035760918;Ihr seid willkommen und Teil dieser Gesellschaft – daran darf keine Bürgerin und kein Bürger mit Migrationsgeschichte in unserem Land zweifeln. Im Podcast „MUT - Der Deutschlandtalk“ von Focusonline gibt es das ganze Gespräch mit @Tijen Onaran. #OlafScholz #Bundeskanzler ;1736940442;DE;637;144086;5516;363;7460102454942108438;['bundeskanzler', 'olafscholz'];teamolafscholz;;;meine Eltern sind Aus der Türkei her eingewandert, auch mit der Idee und mit dieser Vision, dass sie hier in diesem Land dieses aufstiegsversprechen für meinen Bruder und mich auch tatsächlich leben können. und ich würd schon auch sagen, dass sie alles möglich gemacht haben und wir es geschafft haben. gleichzeitig gibt es Kräfte in diesem Land, die meinem Bruder und Mir und auch meinen Eltern oder meiner Mutter sagen, du bist hier irgendwie nicht mehr so richtig willkommen. was sagen sie Menschen wie Mir, die diesen Hintergrund haben, warum es sich lohnt, weiter an dieses Land zu glauben? ihr seid willkommen als neue Bürgern und Bürger des Landes. einige sind ja auch schon als deutsche geboren, haben aber eben Eltern, die woanders geboren wurden. und es sind 1/4 der Bevölkerung Deutsche, ist 1 ganz anderes Land als das, was manche im Kopf haben. es ist 1 Land, das seinen ganzen Wohlstand, seine ganze wirtschaftliche Kraft in den letzten Jahrzehnten nicht hätte gewinnen, erhalten und weiter ausbauen können, ohne die Zuwanderung von Millionen Menschen Aus anderen Ländern. und wir sind eine einwanderungsgesellschaft. gut, dass das mittlerweile kaum noch jemand bestreitet. schlecht, dass die Fortschritte, die wir jetzt erreicht haben, in Frage gestellt werden. ich hab mich sehr dafür eingesetzt, übrigens schon als junger Mann in den achtziger Jahren, dass wir nicht nur sagen, wir sind 1 Einwanderungsland, sondern das auch abbilden, indem wir das Staatsangehörigkeitsrecht neu machen. das haben wir jetzt endgültig geschafft. mit vielen, vielen Anläufen ist in dieser. von Mir als Kanzler verantworteten Legislaturperiode von als Regierung verantworteten, vom Parlament beschlossen worden, was ich Mir Lange, Lange gewünscht hab, dass man wie in anderen Ländern typischerweise nach 5 Jahren die Staatsangehörigkeit erwerben kann, dass die Kinder, die als deutsche geboren werden, typischerweise, dass ähm, sie dann nicht später noch mal gefragt werden, OB sie nun deutsche oder sein wollen oder die staatsanwaligkeit ihrer Eltern haben, was wir alles hatten, alles abgeschafft. wir haben möglich gemacht, dass es schneller geht für diejenigen, die besonders gut Deutsch können, super Job haben, ordentlich in Lebensunterhalt bezahlen können und einfach reinpassen. und es ist 1 Wechsel, der über diese technische Frage hinausgeht. weil eigentlich ist es die Botschaft, wir wollen euch, und ich weiß es noch genau, als ich Hamburger Bürgermeister war, da hab ich alle, die damals waren's ja 8 Jahre und nicht wie jetzt 58 Jahre in Deutschland gelebt haben und den sitz in Wohnsitz in Hamburg hatten, angeschrieben Stück für Stück, wir sollten, wollen sie sich nicht überlegen, Deutscher oder deutsche zu werden. und ganz viele haben das gemacht, ganz viele haben mich auf der Straße angesprochen, weil das für sie 1 erkannt werden war, die fühlten sich gemeint und sie waren auch gemeint. und es hat dann am Abschluss dieses Prozesses immer eine Einladung zu einer großen einbürgungsfeier im Hamburger Rathaus gegeben, das wirklich einen beeindruckenden Raum hat dafür. und das war sehr rührend und das hat mich jedes mal neu gerührt, wenn ich das offen sagen darf. obwohl ich den Ablauf kannte, den Film, der gleich kommt, den Kinderkorb, die Lieder, die gesungen werden, alles war Mir bekannt und trotzdem hat es mich erfasst. ich kann das gar nicht Anders sagen. und ich bin ganz stolz, dass es Mir gelungen ist, als Kanzler das jetzt zu einem modernen Gesetz zu machen in Deutschland. und das ist jetzt eigentlich 1 moderner stand und ich möchte nicht, dass der nach der nächsten Bundestag 2 rückgängig gemacht wird von einer konservativen Partei.;M
7459697939200396566;Mit mir als Bundeskanzler wird Deutschland weiter besonnen und international eng abgestimmt handeln – damit es nicht zu einem Krieg zwischen Russland und der NATO kommt. #OlafScholz #Bundeskanzler ;1736846283;DE;88;57940;1861;287;7459697911748741910;['bundeskanzler', 'olafscholz'];teamolafscholz;;;"wie können wir Frieden und Sicherheit in Europa gewährleisten? und auch da gibt es einen klaren Sozialdemokratischen Kurs, nämlich dafür zu sorgen, dass wir genug für Sicherheit tun. das machen wir, indem wir mehr für die Bundeswehr aufwenden als früher. indem wir die Ukraine unterstützen, Sorgen wir auch für Sicherheit in Europa. und indem wir das aber so klug und besonnen machen, dass es nicht zu einem Krieg zwischen Russland und der NATO kommt, handeln wir auch vernünftig im Sinne unseres Landes.
";I
7459086748199456022;Wir kämpfen ✊ @SPD ;1736703972;DE;75;84153;2573;267;7459086796321393430;[];teamolafscholz;;;unsere Werte Freiheit, Gerechtigkeit, Solidarität. wir streiten dafür, die erfolgsmarke made in Germany zu bewahren und zu erneuern. für die ganz normalen Leute in unserem Land also kämpfen wir.;W
7458996902185520406;Höchstens 400€ für ein WG-Zimmer – das setzen wir gemeinsam um. @jusos;1736683055;DE;4387;663539;47025;1728;7458996902496553750;[];teamolafscholz;;;auch die WG Zimmer dürfen nicht mit Wucherpreisen belegt sein. es muss eine Grenze geben von 400 Euro. und wir haben auch eine Idee dafür, wie wir bezahlbaren Wohnraum nicht nur für alle, aber eben auch speziell für auszubilden und Studierende schaffen. die müssen ganz am Anfang ihre Leben, ihres Lebens manchmal den Wohnort wechseln, für die Lehre, für das Studium, und dann stoßen die auf Preise, die nicht bezahlt werden können. da können wir was tun mit unserem Programm für das Junge wohnen. aber ich finde auch sehr gut, dass die jungsozialisten uns hier vorgeschlagen haben und was wir auch in unserem Programm hiermit aufnehmen wollen, dass wir nämlich sehr klar sagen, auch die WG Zimmer dürfen nicht mit Wucherpreisen belegt sein. es muss eine Grenze geben von 400 Euro. ich hab das mit den Jesus diskutiert, weil irgendwie so einfach mal sagen, das soll nicht so sein, das kann ja jeder. aber die haben wirklich einen ziemlich pragmatischen Vorschlag gemacht, wie das geht mit der Kombination der mitpreisbremse mit einem Mechanismus, der heute schon für viele funktioniert, die das als ganz normale Mieter für sich nutzen. und ich glaube, so intelligente Vorschläge brauchen wir noch mehr. also danke für diesen Vorschlag, wir werden das gemeinsam umsetzen.;S&A
7458698221364251926;Replying to @Brooklyn🍉  Mehrwertsteuer senken 🤝 Preise runter #OlafScholz #Bundeskanzler #Brooklyn;1736613513;DE;110301;5778395;592112;10516;6925866025142241282;['brooklyn', 'bundeskanzler', 'olafscholz'];teamolafscholz;;;;W&F
7465733464147430678;Ich werde noch eine Zeit brauchen, zu verarbeiten, was wir gestern gemeinsam erlebt haben. Dieser Tag wird sicherlich von manchen als historisch beschrieben werden.  Das erste Mal ist im Deutschen Bundestag ein Antrag mit einer Mehrheit beschlossen worden, die auch von der AfD getragen wurde.  #MitteStattMerz #youresofunny #OlafScholz #Bundeskanzler #SPD @SPD ;1738251533;DE;47567;4769331;444435;7365;6817206998401026049;['youresofunny', 'spd', 'bundeskanzler', 'olafscholz', 'mittestattmerz'];teamolafscholz;;;;W
7465635620472294678;Es muss Merz um das politische Signal gegangen sein. Warum ich glaube, dass mit Merz eine schwarz-blaue Mehrheit droht  und warum ich ihm nicht mehr traue – das habe ich bei Sandra Maischberger erklärt. Die ganze Sendung gibt es in der @ARD Mediathek.  #Bundeskanzler #OlafScholz #Maischberger;1738228759;DE;898;382855;30531;1442;7465635635081382678;['bundeskanzler', 'maischberger', 'olafscholz'];teamolafscholz;;;"und deshalb finde ich, kann ich ihm nicht mehr trauen. sie Kennen ihn gut und trauen ihm trotzdem zu, dass er nach der Bundestagswahl mit der AfD ne Koalition macht. deshalb, denn das ist ja doch so, dass wir klare Aussagen von Friedrich März hatten, dass genau das, was heute passiert ist, nicht passieren würde. er hat auch darauf gedrungen, mit dem SPD fraktionsvorsitzend zusammen, dass niemand Situation herstellt, in den die Mehrheiten nur mit der AfD zustande kommen und ist davon jetzt weggegangen, weil er das hier machen wollte. übrigens, wenn ich das sagen darf, für einen entschließungsantrag, der ja hinterher gar nichts bewirkt, außer dass er geschehen ist. das heißt, es muss ihm auch um das politische Symbol gegangen sein. und wer sagt, es ist Mir egal, wer meinen Anträgen zustimmt, sagt am Ende auch, es ist egal, von wem ich meine Stimmen bekomme. ja, und deshalb finde ich, kann ich ihm nicht mehr trauen, was ich bis vor einer Woche getan hab.
";W
7465424528466775318;Kanzler #Mentality.  #OlafScholz #Bundeskanzler #SPD @SPD ;1738179602;DE;428;150787;10359;850;7465424577445038870;['mentality', 'spd', 'bundeskanzler', 'olafscholz'];teamolafscholz;;;in unseren Parlamenten machen wir mit extremen rechten nicht gemeinsame Sache. sie haben diesen grundkonsens unser Republik im Effekt aufgekündigt, das wissen sie. darauf legen sie es an, wenn sie sagen, wir wenden europäisches recht an unseren Grenzen einfach nicht mehr an. das ist die Antwort der Populisten. das größte Land der EU würde offen EU recht brechen, sowie das bislang nur Viktor Orban in Ungarn wagt. es gibt Grenzen, die darf man als Staatsmann nicht überschreiten. sie sagen sie würden mit ihren Vorschlägen all in gehen, aber Politik in unserem Land ist doch kein Pokerspiel und 1 deutscher Bundeskanzler darf kein Zocker sein, denn er entscheidet im schlimmsten Fall über krieg oder Frieden. vor 3 Wochen haben sie im Fernsehen ihr Wort gegeben, die CDU werde ihre Seele nicht verkaufen durch eine Zusammenarbeit mit der AfD. aber was sind diese Worte jetzt noch wert? es darf nach der Bundestagswahl keine Mehrheit für cducs und AfD geben, sonst droht uns eine schwarz blaue Regierung in Deutschland. denn wer sagt Mir ist gleichfülltig wer für meine Anträge stimmt, der sagt am Ende auch Mir ist gleichgültig wer für mich stimmt. die Bürgern und Bürger können dafür sorgen, dass es keine Mehrheit gibt für schwarzblau in unserem Land.;W
7465360746990325014;Ein deutscher Bundeskanzler darf kein Zocker sein. Denn er entscheidet im schlimmsten Fall über Krieg oder Frieden.;1738164754;DE;318;342408;17681;1342;7465360764192475926;[];teamolafscholz;;;es gibt Grenzen, die darf man als Staatsmann nicht überschreiten. der amtsalt eines Bundeskanzlers und nicht nur dessen, lautet, die Verfassung und das Recht zu wahren und zu verteidigen. das ist der Maßstab, den unser Grundgesetz vorgibt. sie sagen, sie würden mit ihren Vorschlägen all in gehen, so wie man das beim Poker spielen so daher sagt, aber Politik in unserem Land ist doch kein Pokerspiel, der Zusammenhalt Europas ist doch kein spieleinsatz und 1 deutscher Bundeskanzler darf kein Zocker sein, denn er entscheidet im schlimmsten Fall über krieg oder Frieden.;I
7465074210851835158;Antwort auf @Bianca Bongen Wir können Migration regeln – ohne das Grundgesetz und unsere Werte über Bord zu werfen. Das will ich ganz klar sagen: Wer am Grundrecht auf Asyl rüttelt, spielt am Ende nur den extrem Rechten in die Karten.  #OlafScholz #Bundeskanzler #SPD @SPD ;1738098039;DE;78;88863;2366;875;7376281166866974739;['spd', 'bundeskanzler', 'olafscholz'];teamolafscholz;;;Bianca schreibt, schön und gut, dass sie anderen auch helfen möchten, aber sollte nicht für jedes staatsüberhaupt das eigene Volk an 1. Stelle stehen. unser Grundrecht für adöl wird einfach nur noch ausgenutzt. für jedes staatsüberhaupt kommt es darauf an, das eigene Land im Blick zu behalten und alles dafür zu tun, dass sein wohlgemehrt wird, wie ich es in meinem amtsalt geschworen habe. und deshalb gehört es auch dazu, dass wir das Grundrecht auf Asyl Gewehr leisten. das steht nämlich im Grundgesetz, weil wir in der Nazizeit viele Menschen in Deutschland sich im Ausland in Sicherheit bringen mussten und es ganz viele nicht geschafft haben. aber wir müssen dafür Sorge tragen, dass dieses asylrecht und der Schutz von geflüchteten nicht missbraucht wird und deshalb muss die reguläre Migration zurückgedrängt werden. das genau hab ich auf den Weg gebracht, zum Beispiel durch mehr Grenzkontrollen, durch schärfere Regelung was abschieberhaft betrifft oder was Maßnahmen betrifft gegen den Missbrauch von rechten, die in unserem Land existieren Erfolg ist sichtbar. die Zahl derjenige irregulär herzukommen hat sich dramatisch reduziert. die Zahl der Rückführung ist gesteigert worden. und genau diesen pragmatischen weg muss man weitergehen, ohne dass man alles über Bord wirft, was für unser Land wichtig. es darf keine Zusammenarbeit mit extrem rechten Parteien in Deutschland geben. das will ich an dieser Stelle auch noch sagen Deutschlands Wohlstand wäre gar nicht möglich ohne all die vielen, die selbst oder deren Eltern mal Aus einem anderen Land hierher gekommen sind und die hiermit anpacken. und die brauchen wir, sonst geht hier nichts mehr weiter, weder mit den sozialversicherungen noch mit der Wirtschaft.;M
7465017983610391830;Replying to @Goaltribution ⚡️⚽️  Es ist eben nicht egal, mit welcher Mehrheit eine Partei etwas beschließt. Sonst bröckelt die #Brandmauer. #Bundeskanzler #OlafScholz;1738084948;DE;3970;419777;36897;1551;7465017987636923158;['bundeskanzler', 'olafscholz', 'brandmauer'];teamolafscholz;;;Gold tribution schreibt Brandmauer, zu rechtsradikalen Parteien in Deutschland fällt vor GTA 61 echtes Problem. das war bis vor kurzem ziemlich klar, dass alle demokratischen Parteien gesagt haben, sie arbeiten nicht mit den extremen rechten, nicht mit der AfD zusammen. jetzt sind einige da nicht mehr so klar. Mir ist es völlig gleichgültig, wer diesen Weg politisch mitgeht. ich sage nur, ich gehe keinen anderen. wer das verhindern will, der muss bei der nächsten Bundestagswahl sein Kreuz am besten bei der SPD machen und verhindern, dass es eine schwarz blaue Mehrheit gibt. sonst kommt das vor GTA 6.;W
7464618554923486486;Wir dulden keinen Antisemitismus. Dafür tragen wir alle Verantwortung. Heute vor 80 Jahren wurde das deutsche Konzentrations- und Vernichtungslagers Auschwitz befreit. Mehr als eine Million Menschen wurden in den Lagern von Auschwitz ermordet. Eine monströse Zahl – und gleichzeitig nur ein Ausschnitt deutscher Verbrechen. Es ist wichtiger denn je, das auszusprechen und daran zu erinnern – das habe ich in dieser Rede anlässlich des Gedenkens an die Befreiung des Lagers beim Internationalen Auschwitz Komitee in der vergangenen Woche deutlich gemacht. #WeRemember;1737991949;DE;537;183092;13255;793;7231997808928032770;['weremember'];teamolafscholz;;;als die 60. Armee der 1.. ukrainischen Front der roten Armee am 27.01.1945 ausschwitz erreichte, fanden ihre Soldaten dort fast nur noch diejenigen vor, die als zu krank und zu schwach für die Märsche in Richtung Westen zurückgelassen worden waren, wie gedenken eines von deutschen begangenen zivilisationsbruchs, wie es ihm nie zuvor gegeben hatte. es ist wichtig, das immer wieder zu sagen. gerade heute dürfen und werden wir nicht zulassen, dass die Verbrechen des nationalsozialistischen Deutschlands langsam wegleiten oder weggeschoben werden in das ungefährere längst vergangener Zeit. wir dürfen und wir werden keine Relativierung hinnehmen und wir werden auch jede neue Generation an ihre bleibende Verantwortung erinnern. eine Verantwortung, die jede und jeder in unserem Land trägt, unabhängig von der eigenen Familiengeschichte, unabhängig von Religion oder dem Geburtsort der Eltern oder Großeltern. gerade heute, im Lichte von explodierenden Populismus und nationalradikalismus, angesichts der rufe nach brutalen Lösung, angesichts immer schamloserer versuche, rechtsextremistische Position zu normalisieren, gerade heute dürfen wir darin keinen Millimeter zurückweichen. ganz im Gegenteil, stehen wir auf und wehren wir uns. die Zerstörung des gemeinwesens begann mit der Gleichgültigkeit. sie wären damit, dass deutsche Bürgern und Bürger weitgehend hertenlos zusahen, als ihre Kolleginnen und Kollegen, Nachbarn und Bekannten erst entrechtet, dann verschleppt und schließlich in Massen umgebracht wurden. und es hatte sich kaum 1 Protest geregt, als schon im früher und Sommer 1933 jüdische Geschäfte boykottiert wurden, als Juden Aus dem Beamten tun und den juristischen berufen entfernt wurden, als die 1. Gesetze zum Entzug der deutschen Staatsangehörigkeit. auf den Weg gebracht wurden. der Theologe Martin nie Müller versuchte nach dem krieg die bittere Logik dieser Entwicklung zu beschreiben. bis mitten in die Gräuel der schoa hinein habe man sich immer sagen können, es trifft ja nicht mich, es trifft ja die anderen. und neben den gleichgültigen gab es diejenigen, die mitgemacht haben und die, vergessen wir es nicht, einverstanden waren mit dem Unrecht. nie wieder dürfen wir zulassen, dass unsere Gesellschaft in wir und die anderen gespalten. und deswegen ist es empörend und beschämend, dass Ausgrenzung auch heute hier in unserem demokratischen Deutschland immer noch Jüdinnen und Juden trifft. das werden wir niemals hinnehmen. wir nehmen Antisemitismus nicht hin.;S&O
7463942376415890710;Ich kann Friedrich Merz nicht mehr glauben.;1737834511;DE;177;67566;3978;604;7463942371982166806;[];teamolafscholz;;;"hätten diese Damen und Herren von rechts außen doch gern, dass sie plötzlich die Mehrheiten besorgen. wir waren in Deutschland einig und wir müssen einig bleiben. es darf keine Zusammenarbeit mit extrem rechten Parteien in Deutschland geben, zu keinem Zeitpunkt und nirgendwo. wir haben in unserer Verfassung auch das Grundrecht auf Asyl und auch das muss geschützt werden. das ist die Aufgabe dieses Staates.
";W
