id,video_description,create_time,region_code,share_count,view_count,like_count,comment_count,music_id,hashtag_names,username,effect_ids,playlist_id,voice_to_text,partei
7455666116820618518,"Wer hat's geschafft, unser Wahlprogramm in fünf Wörtern zu erklären? Für mehr Infos zu unserem Programm: schaut auf politikwechsel.cdu.de✨",2025-01-03 12:32:28,DE,10,15611,408,652,7.455666129604709e+18,[],insidecdu,,,,cdu_csu
7455354555732299010,Was sind eure Neujahrsvorsätze? #cdu #politikwechsel #deutschland #konservativ #inout ,2025-01-02 16:23:25,DE,9,9016,306,321,7.164839664161951e+18,"['deutschland', 'inout', 'cdu', 'konservativ', 'politikwechsel']",insidecdu,,,"Okay, why did you run away? Can we not talk about that",cdu_csu
7455349800154795286,"💸Wir wollen euch steuerlich entlasten. Wie das funktionieren soll, erklärt euch Philipp Amthor! #steuern #cdu #amthor #politikwechsel ",2025-01-02 16:04:58,DE,44,41664,1201,1098,7.455349810050567e+18,"['cdu', 'steuern', 'amthor', 'politikwechsel']",insidecdu,,,,cdu_csu
7454961634012974358,Frohes Neues! 🌟 Dieses Jahr wird das Jahr des Politikwechsels. Der #Politikwechsel hat eine Adresse: Das Konrad-Adenauer-Haus. #wiedernachvorne ,2025-01-01 14:58:41,DE,15,21419,617,649,6.618871733141114e+18,"['politikwechsel', 'wiedernachvorne']",insidecdu,,,"ich wünsche Allen 1 frohes neues Jahr. es wird 1 entscheidendes Jahr, das Jahr des politikwechsels. und der Politikwechsel hatte eine Adresse, nämlich das Konrad Adler Aus.",cdu_csu
7462042719096147223,#hopecore @Friedrich Merz ,2025-01-20 16:56:55,DE,81,30319,1806,517,7.462042710485683e+18,['hopecore'],insidecdu,,,"es geht bei der nächsten Wahl um nicht weniger als um die wirtschaftliche und soziale Zukunft Deutschlands. es geht um den Zusammenhalt unserer Gesellschaft. diesen Zusammenhalt wiederherzustellen und die Zukunft für unser Land zu gewinnen, dafür trete ich 1.
",cdu_csu
7462014234990267670,🛗 Elevator Pitch by Philipp Amthor. #wiedernachvorne #politikwechsel,2025-01-20 15:06:22,DE,219,118292,6922,372,7.462014214018797e+18,"['politikwechsel', 'wiedernachvorne']",insidecdu,,,"ach, hallo Philipp, hi! hast du während der Aufzugsfahrt ganz kurz Zeit, uns das Wahlprogramm zu erklären? natürlich, denn es ist so prägenant, dass es auch auf die Länge einer aufzugfahrt passt. das Wahlprogramm der CDU steht für einen Politikwechsel in Deutschland. das ist für uns die Überschrift. das muss sich wirklich etwas ändern in diesem Land. wir wollen 1 Deutschland, dem sich Leistung wieder lohnt, in dem der Staat funktioniert und in dem die Gesellschaft wieder zusammenhält. kurz und gut, 1 Deutschland, auf das wir wieder stolz sein können.
",cdu_csu
7461366140426636566,"Unser Kanzlerkandidat @Friedrich Merz macht zum Auftakt seiner Wahlkampftour in Hannover noch einmal unmissverständlich klar: Die AfD ist eine Alternative gegen Deutschland und keine Partei, die Verantwortung übernehmen darf. „Wenn man sich eine solche Natter an den Hals holt, wird man von dieser Natter erwürgt.“",2025-01-18 21:11:26,DE,456,177323,5266,1879,7.461366143763205e+18,[],insidecdu,,,,cdu_csu
7461345978382077206,"„Wir können Grün und Umweltschutz nur machen, wenn wir vorher unsere Volkswirtschaft in Ordnung bringen! Das geht nur, wenn man sich um die Themen kümmert und wenn man von den Themen auch etwas versteht. Das geht nicht im Unterhemd vorm Küchentisch.“ @Friedrich Merz in Hannover",2025-01-18 19:53:11,DE,49,41072,1162,534,7.461345981553921e+18,[],insidecdu,,,,cdu_csu
7460930251535764758,🫶 @Friedrich Merz ,2025-01-17 16:59:57,DE,532,138549,6338,704,7.196666298082889e+18,[],insidecdu,,,"Lonely bottle, lonely bottle, won't you let us wander? Let us hold each other.",cdu_csu
7460869660867710230,Carsten beim Tischtennis >>>,2025-01-17 13:04:54,DE,443,77896,1638,264,7.106816806072879e+18,[],insidecdu,,,,cdu_csu
7460521957566516502,"💪 Sport machen, gesünder ernähren... die CDU-Politiker haben auch privat dieses Jahr viel vor. ",2025-01-16 14:35:34,DE,5,10493,497,89,7.460521927939231e+18,[],insidecdu,,,"Frage der Woche, was ist dein Vorsatz fürs neue Jahr? Vorsatz für das neue Jahr, kämpfen, damit wir die Wahl gewinnen. und persönlich bin ich grad dabei n paar Kilo zu verlieren. bin ich glaub ich nich der einzige, n bisschen entfleichter und gesünder Leben. aber ich hab's ehrlich gesagt nach einer Woche schon aufgegeben. da wir politisch immer wenig Zeit haben und meine Frau Mir immer in den Ohren liegt, sagt Dennis, du musst mehr Sport machen. da hab ich Mir vorgenommen, endlich auch mal wieder n bisschen mehr Sport zu machen. ich habe Mir vorgenommen keine Vorsätze zu haben überhaupt mal ansatzweise das zu schaffen, was ich äh, Mir tatsächlich vorgenommen habe. und mal 5 Minuten Zeit für mich in der Woche äh, mehr laufen gehen. natürlich. das eine, was ich Mir immer wünsche, dass ich viel Zeit für die Familie hab, das halt ich auch. 1. und natürlich Mein Sport. ich laufe ja regelmäßig und dreimal die Woche ist Pflicht. der Vorsatz für 2.025 ist, dass ich das Woche für Woche einhalte.
",cdu_csu
7460520121035918614,"@Friedrich Merz on point zu unserer Frühstart-Rente: Wir wollen Investitionen in den Kapitalmarkt fördern, anstatt weiter zu besteuern. Wir wollen, dass du am Ende mehr im Geldbeutel hast. ",2025-01-16 14:28:25,DE,85,97666,1505,537,7.116400670005873e+18,[],insidecdu,,,"Millionen von Arbeitnehmerinnen und Arbeitnehmer in Deutschland gehen jeden Tag in börsennotierte Kapitalgesellschaften arbeiten und er wirtschaften die gewinne von Aktionären, deren Mehrheit nicht mehr in Deutschland leben. ich möchte, dass 1 größerer Teil der Mitarbeiterin und Mitarbeiter in unseren Unternehmen am wirtschaftlichen Erfolg dieser Unternehmen auch über die Kapitalmärkte teilnimmt. wir machen dazu einen konkreten Vorschlag. wir kombinieren das mit einer Verbesserung der Altersversorgung in der langen Perspektive. wir nennen das frühstartrente. und wir werden den jungen Menschen, die in die Schule kommen, dem 6.. Lebensjahr jeden Monat auf 1. kapitalkonto 10 Euro überweisen.
",cdu_csu
7460223346408525078,"🔋Wir wollen, dass Energie sauber, sicher und bezahlbar für alle ist.⚡️Deshalb wollen wir ganz konkret die Stromsteuer und die Netzentgelte senken. 💸 #habeck #energiepreise #grüne #fürdich #foryou ",2025-01-15 19:16:48,DE,18,13725,705,238,7.46022334603166e+18,"['foryou', 'fürdich', 'grüne', 'habeck', 'energiepreise']",insidecdu,,,"sorry, geht's noch? wie kann man denn eigentlich so realitätsherren sein? mit seiner Politik hat Robert haberg unserem Land und vor allem den Klimaschutz schwer geschadet. grade mit Aktion wie seinem heizungsgesetz hat er dafür gesagt, dass deutlich mehr Menschen sich eine Gas und Ölheizung haben einbauen lassen als vorher. deshalb die berechtigte Frage, warum all das? Robert? die Energiepreise explodieren, die Industrie wandert AB und trotzdem feiert sich Robert Habeck dafür AB, die Energiesicherheit auf Kurs gebracht zu haben. das alles auf Kosten unserer Wirtschaft, fast schon zynisch als Wirtschaftsminister. und damit ihr am Ende des Monats weniger für stromausgeben müsst, werden wir ganz konkret die stromsteuer und die netzendgelte senken. und wir sorgen dafür, dass ihr am Ende selber entscheiden könnt, welche Art der Heizung ihr euch einbauen könnt und bei welcher ihr unterstützt werdet.
",cdu_csu
7460169205724318998,Was Karl-Josef Laumann sagt ☝️ ,2025-01-15 15:46:43,DE,27,21825,814,195,7.226230926606502e+18,[],insidecdu,,,"ich kenn Friedrich März seit vielen Jahrzehn. ich weiß 1, dass Friedrich 03.01 Mann ist, der in Deutschland am Herzen liegt, der einen Plan für Deutschland hat. und in einer Sache bin ich Mir ganz sicher, er wird bloß nicht nach m Mund reden. er wird aber anderen nicht nach m Mund reden. er ist 1 absolut verlässlicher Mann. wir brauchen beim regierungchef Verlässlichkeit, einen klaren Kompass. und ich sage ihnen, das ist genau wie in eurem unternehmen, wenn die Person, die vorne steht, anfängt zu wackeln, obwohl man so gar nicht mehr so richtig weiß, wo wo wo da hinten ist, dann wackelt in der Mannschaft hinten der Schwanz Meter weit auseinander.
",cdu_csu
7460159827625577750,"Das, was Olaf sagt☝️ ",2025-01-15 15:10:18,DE,16,12037,722,175,7.460159793878126e+18,[],insidecdu,,,"das ist der Politikwechsel für Deutschland, von dem die CDU ständig redet. und das ist die Wahrheit, über die geredet werden muss.",cdu_csu
7459821160155385110,@Friedrich Merz #fyp #foryou #howitfeels #deutschland #watchingyou ,2025-01-14 17:16:08,DE,147,42907,1925,733,7.443606199026126e+18,"['watchingyou', 'foryou', 'deutschland', 'fyp', 'howitfeels']",insidecdu,,,,cdu_csu
7459786420123700502,Robert Habeck möchte Einkommen aus ETFs oder Aktien versteuern. Wir sagen klar: Bereits versteuertes Geld darf kein zweites Mal versteuert werden! Wir als CDU deinen Geldbeutel stärken. Investitionen sollen sich wieder lohnen! #cdu #habeck #etf #investieren #merz ,2025-01-14 15:01:21,DE,15,7685,328,140,7.459786404449684e+18,"['etf', 'merz', 'cdu', 'investieren', 'habeck']",insidecdu,,,"dein Leben Betreiber machen. klingt gut oder? schön wär's. die Pläne von Robert Habeck sehen leider ganz Anders Aus. dabei ist das Geld, dass sie anlegen, in der Regel schon einmal besteuert worden und nun sollen sie auch noch sozialversicherungs Beiträge auf gewinne Zahlen. das ist für die deutsche aktienkultur 1 herber Rückschlag. Sozialversicherungsbeiträge auf Kapitalerträge erheben, die private Krankenversicherung einschränken und die beitragsbemessungsgrenzen erhöhen. Habeck behauptet zwar, das würde Arbeitseinkommen entlasten, doch die Wahrheit sieht ganz Anders Aus. gerade diejenigen, die ihr Geld klug in Aktien und ETFs anlegen, würden damit stärker belastet werden. die Erhöhung der beitragsbemessungsgrenzen sorgt für weniger Netto vom brutto. wir von der CDU haben einen anderen Plan, wollen dein Geldbeutel Stärken. arbeiten soll sich lohnen und investieren soll wieder attraktiv sein. ohne eine starke Wirtschaft gibt es keinen starken und fairen Sozialstaat. denn wenn es den Unternehmen in Deutschland wieder gut geht steigen auch die Löhne. zudem wollen wir mehr Menschen Aus dem Bürgergeld in sozialversicherungspflichtige Jobs bringen. dadurch wird mehr Geld in sozialversicherungen eingezahlt und die Beiträge werden stabilisiert.
",cdu_csu
7459480110861667606,Staatsmann für Europa. #merz #europa #staatsmann #cdu #union,2025-01-13 19:12:39,DE,33,17057,730,64,7.246800788583599e+18,"['union', 'europa', 'merz', 'cdu', 'staatsmann']",insidecdu,,,,cdu_csu
7459356392785317142,POV: Du hast den richtigen Plan für Deutschland,2025-01-13 11:12:37,DE,14893,1444826,88791,2720,7.459356370241162e+18,[],insidecdu,,,,cdu_csu
7459091591051906326,⚡️ Die CDU gibt Energy - für Industrie & Klimaschutz gemeinsam! PS: Plakatieren muss gelernt sein 😉 #CDU #Amthor #PhilippAmthor #fy #fyp,2025-01-12 18:05:00,DE,190,60161,3381,220,7.459091580696907e+18,"['fy', 'fyp', 'cdu', 'amthor', 'philippamthor']",insidecdu,,,"ich hab den Eindruck ihr seid n bisschen spät dran. wir haben hier schon ne klausurtagung hinter uns, aber is ja glaub ich um 1. is ja eher so die typische aktivistenzeit. einmal das nächste mal bisschen früher Aus der Kiste kommt noch mal bisschen Energy Drinks. seht ihr das hier ja unbedingt. ihr könnt ja im Kühlschrank noch mal bisschen für euch als besonderen Platz sozusagen. bringt euch nach vorne. wenn man würde ich jetzt auch sagen, das hält dich. ich wär echt n Fan davon, wenn sich vielleicht auf die Partei in der Mitte er darauf einigen könnten und die richtigen politischen. da gibt's jetzt noch Widerspruch zu der Aussage. ich will nur mal sagen, da hätte man noch sagen können, das ist nicht. ich würd euch sehr empfehlen mal irgendwie die Langspielplatte von 2019 mal zu erneuern. werd gut beraten wenn ihr hier vielleicht das nächste mal bisschen früher aufstehen und bisschen akkurater plakatieren, was dann gegen die AfD macht. da trefft ihr die richtigen und das machen wir auch. da sollte man Gemeinsamkeiten suchen. ich seh schon, da wird schon heiße Tauschware. wir haben auch jeden Energy Drink für euch. das heißt wollt ihr dann abschaffen, obwohl die Heizung Lobby das auch nicht will. wir richten uns nicht nach der Heizung Lobby, haben Die Grünen genauso kritisiert wie die ja. und habt ihr so grüne Fake Plakate auch gemacht? ja haben wir ja immer Aus Angst zumindest alleine wird man das nicht schaffen, sondern wir werden nur. vorankommen, wenn man ne Perspektive hat, dass in diesem Land Klimaschutz und Industrie zusammengehen. und dafür haben wir gute Zukunftspläne. die stellen wir jetzt auch der Presse vor. aber immerhin äh, wie gesagt teilt das gern unter euch auf, dann klappt's beim nächsten Mal, wenn wir die früh aufstehen.
",cdu_csu
7459029600295718166,"Wir sind bereit, die Verantwortung für unser Land zu übernehmen! #wiedernachvorne @Friedrich Merz #CDU ",2025-01-12 14:04:27,DE,16,15980,581,376,7.291597132917426e+18,"['cdu', 'wiedernachvorne']",insidecdu,,,"wir wissen um die Verantwortung, die wir gegebenenfalls übernehmen. wir stellen uns dieser Verantwortung. wir sind bereit, die Verantwortung für unser Land zu übernehmen. wir wissen aber auch, dass es so wie in den letzten 3 Jahren nicht weitergehen kann. wir brauchen einen wirklich grundlegenden wechsel in Wesentlichen teilen der Politik. das betrifft die Wirtschaftspolitik, das betrifft die arbeitsmarktpolitik, das betrifft die migrationspolitik, die innere Sicherheit, auch einige Bereiche der außen und Sicherheitspolitik.
",cdu_csu
7458954581838531862,🤩Schon gesehen? Seit heute hängen überall die Plakate zur #Bundestagswahl2025! Philipp nimmt euch mit hinter die Kulissen des Foto-Shootings für sein Wahlplakat. #insidecdu #mitgliederbeauftragter #philippamthor #amthor #nachvorne #cdu #cdudeutschlands,2025-01-12 09:13:25,DE,199,109272,5843,266,7.458954559949049e+18,"['cdu', 'nachvorne', 'amthor', 'philippamthor', 'cdudeutschlands', 'bundestagswahl2025', 'insidecdu', 'mitgliederbeauftragter']",insidecdu,,,"dass ich mit so vielen Krawatten heute unterwegs bin, hat nicht damit zu tun, dass ich sorge hätte, sie würden eingesaut werden im politischen Alltag, sondern weil ich gut vorbereitet bin auf das kandidatenshooting. heute und in den nächsten Tagen stehen nämlich unsere wahlkreiskandidaten vor der Linse für tolle Fotomotive für die Bundestagswahl. wir bereiten uns vor und ich hoffe, das werden gute Fotos und mal sehen, welche Krawatte es dann am Ende wird. so wie euch jetzt natürlich auffällt, sehe ich jetzt natürlich noch viel besser Aus als vorher. bestens geschminkt, natürlicher Tag, auf geht's ins Fotoshooting!
",cdu_csu
7458594999337225494,"⏰ Mal schauen, wer von unseren Bundesvorstandsmitgliedern pünktlich ist…",2025-01-11 09:58:01,DE,19,114650,1369,122,7.361341117457009e+18,[],insidecdu,,,,cdu_csu
7458560936870153494,In welchem Bereich sollte es mit Deutschland deiner Meinung nach #wiedernachvorne gehen? Schreib es uns in die Kommentare ⬇️  @Paul @Junge Union Deutschlands ,2025-01-11 07:45:55,DE,4,5567,220,89,7.458560895950753e+18,['wiedernachvorne'],insidecdu,,,"und wieder nach vorne heißt für mich einfach mal machen, loslegen und Dinge umsetzen, nicht nur drüber reden Deutschland wieder in Ordnung bringen. wir brauchen 1 neues Wohlstand und 1 neues sicherheitsversprechen, damit die Menschen wieder guter Dinge sind, wenn's um ihre eigene Zukunft geht. dass wir's können, das Glas ist immerhalb voll. positiv und optimistisch anpacken. ja, vor allem geht's jetzt darum Deutschland wieder nach vorne zu bringen. in der Wirtschaft nach vorne zu bringen, in der Sicherheitspolitik nach vorne zu bringen. wieder nach vorne bedeutet für mich, dass die Kraft, die in unserem Land steckt, endlich wieder gelebt wird. dass Deutschland in Europa mit unseren Freunden, vor Allen Dingen Polen und Frankreich, endlich wieder zusammenarbeitet. und das geht auf der wirtschaftlichen Ebene, auf der migrationspolitischen Ebene und natürlich auch in der Verteidigung. und da warten alle anderen Europäer auf uns deutsche.
",cdu_csu
7465731693056478486,"Klare Ansage von @Friedrich Merz: „Wer einen Politikwechsel in Deutschland wirklich will, der muss die Union wählen und nicht die AfD. Es wird keine Zusammenarbeit geben“.",2025-01-30 15:32:03,DE,331,112773,1741,2438,7.291597132917426e+18,[],insidecdu,,,"wer einen Politikwechsel in Deutschland wirklich will, der muss die Union wählen und nicht die AfD. es wird keine Zusammenarbeit mit Mir und der AfD, mit der CDU und mit der AfD geben.
",cdu_csu
7465684542129523990,"Wir stehen zu unseren Überzeugungen. Wir werden das Richtige tun und nicht lassen, nur weil die Falschen zustimmen. @Friedrich Merz ",2025-01-30 12:29:06,DE,16,17829,422,308,7.116400670005873e+18,[],insidecdu,,,"ich möchte Mehrheiten in der politischen Mitte unseres Parlaments, aber ich will hinzufügen, ich bin auch nicht länger bereit, mich von einer Minderheit davon abbringen zu lassen, Abstimmungen herbeizuführen, die in der Sache richtig sind. und das, was wir hier vorschlagen, ist in der Sache richtig. es ist notwendig.
",cdu_csu
7465643456476597526,So geht‘s nicht weiter. #habeck #wirtschaft #grüne #deutschland #fürdich #foryou,2025-01-30 09:49:44,DE,398,107792,4562,303,7.429715196974812e+18,"['foryou', 'deutschland', 'fürdich', 'wirtschaft', 'grüne', 'habeck']",insidecdu,,,,cdu_csu
7465412559093370134,"Was muss eigentlich noch passieren, bis der Bundeskanzler endlich handelt?!   @Friedrich Merz ",2025-01-29 18:53:35,DE,87,47697,1623,320,7.465412548163751e+18,[],insidecdu,,,"und jetzt will ich sie einmal fragen, was muss eigentlich in Deutschland noch passieren? wie viel Menschen müssen noch ermordet werden? wie viel Kinder müssen noch Opfer solcher Gewalttaten werden, bevor sie auch der Meinung sind, dass es sich hier um eine Gefährdung der öffentlichen Sicherheit und Ordnung handelt, was muss eigentlich noch geschehen?
",cdu_csu
7465387826780179734,"„Diese Menschen sind Teil unseres Landes. Ohne sie könnte unser Land einfach nicht bestehen"", stellt @Friedrich Merz klar.",2025-01-29 17:17:37,DE,665,183063,5321,737,6.873501791145691e+18,[],insidecdu,,,"wir haben zugleich eine große zahl mit menschen mit migrationshintergrund, wie wir sagen, die in deutschland zum teil seit jahrzehnten leben. n zweiter, dritter und vierter Generation. diese Menschen sind Teil unseres Landes. es sind Menschen, die Deutsche sind, die mit uns leben und arbeiten, die Familien haben und ohne die unser Land einfach nicht bestehen könnte. es sind Menschen, die einen Anspruch darauf haben, dass sie nicht in einem Atemzug mit den straffälligen asylbewerbern genannt werden. es sind Menschen, die sich zum Teil sogar für eine sehr viel härtere Asyl und Einwanderungspolitik einsetzen, weil sie vielleicht noch klarer sehen, welche Probleme wir in unserem Land haben. weil sie selbst mittlerweile zur Zielscheibe des Hasses und der Gewalt werden. eines Hasses und einer Gewalt, die vor allem Aus rechtsradikalen Kreisen geschürt wird und die mit der AfD auch hier im Deutschen Bundestag mittlerweile ihren Platz eingenommen haben.
",cdu_csu
7465375630662667542,"@Friedrich Merz erinnert Olaf Scholz mal kurz an seinen Job, falls er den auch schon vergessen hatte.💡",2025-01-29 16:30:20,DE,25,30330,811,173,7.465375635381947e+18,[],insidecdu,,,"hier zu beklagen, dass die Rechtslage so sei, wie sie ist, ist doch nicht die Aufgabe des Bundeskanzlers der Bundesrepublik Deutschland. sie sind doch nicht der oberste Notar dieser Republik. sie sind der Bundeskanzler der Bundesrepublik Deutschland. und wenn die Gesetze nicht ausreichend sind, dann müssen sie Vorschläge machen, die Gesetze zu ändern und auch nicht zu erklären, was alles mit den bestehenden Gesetzen angeblich nicht geht.
",cdu_csu
7465003730795121942,"„Ich bin nicht bereit zu akzeptieren, dass Solingen, Mannheim, Magdeburg und jetzt Aschaffenburg zur neuen „Normalität"" in Deutschland werden.“ @Friedrich Merz #Aschaffenburg #Politikwechsel",2025-01-28 16:27:09,DE,7,14276,597,156,7.437848227557263e+18,"['aschaffenburg', 'politikwechsel']",insidecdu,,,"diese schreckliche Tat von erschaffenburg, die Tötung eines zweijährigen Kleinkindes durch einen Achtundzwanzigjährigen Afghanen, der Behörden bekannt war, der vollziehbar ausreisepflichtig war, ist 1 neues Ausmaß der Verrohung und der Gewalt, die auf immer mehr Straßen in Deutschland herrscht. ich bin nicht bereit zu akzeptieren, dass Solingen, Mannheim, Magdeburg und jetzt erschaffenburg zur neuen Normalität in Deutschland werden.
",cdu_csu
7464947509404716310,"Klartext von @Friedrich Merz : „Ein Land, das seine ausreisepflichtigen Staatsbürger nicht zurücknimmt, soll keine Entwicklungsgelder mehr erhalten!"" ",2025-01-28 12:49:01,DE,281,163801,3603,1115,7.464947501529124e+18,[],insidecdu,,,"um es ganz einfach und deutlich zu sagen, 1 Land, das seine ausreisepflichtigen Staatsangehörigen nicht zurücknimmt, kann künftig keine Mittel mehr Aus der wirtschaftlichen Zusammenarbeit erhalten. und wenn 1 Land schließlich 1 zwiespältiges Verhältnis zum Terrorismus hat, wird es ebenfalls keine entwicklungsgelder Aus Deutschland mehr bekommen. und entwicklungshilfeprojekte selbst werden künftig grundsätzlich eher von deutschen Firmen und Unternehmen ausgeführt.
",cdu_csu
