id,create_time,text,like_count,reply_count,parent_comment_id,video_id,sentiment,emojis,emoji_sentiment
7457153869576291094,2025-01-07 12:45:55,Nur SPD 👍❤️nurSPD 💯,1,0,7455757106084433174,7455757106084433174,negative,"['👍', '❤️', '💯']",1.0
7457053384265941782,2025-01-07 06:16:14,🌹🌹🌹,1,0,7455757106084433174,7455757106084433174,negative,"['🌹', '🌹', '🌹']",1.0
7455789422643528470,2025-01-03 20:31:05,Früher oft aber nie mehr 😳,1,1,7455757106084433174,7455757106084433174,negative,['😳'],1.0
7456557545512403734,2025-01-05 22:11:49,unglaubwürdig wie immer,0,0,7455757106084433174,7455757106084433174,negative,[],1.0
7454911210782360342,2025-01-01 11:43:10,GEMEINSAM immer vor der Wahl.,0,1,7454872206770818326,7454872206770818326,positive,[],1.0
7461996107531764502,2025-01-20 13:56:50,"Haben wir dank der Embargos gegen Russland schon, aber das liegt nicht an Trump🙈🙈🙈",5,0,7461992476425932054,7461992476425932054,negative,"['🙈', '🙈', '🙈']",1.0
7461996973470860054,2025-01-20 14:00:15,Wer hat ihm Gratuliert? 🫢,2,2,7461992476425932054,7461992476425932054,neutral,['\U0001fae2'],1.0
7461611517408477974,2025-01-19 13:04:39,SPD❤️❤️❤️❤️❤️,3,0,7461594390830583062,7461594390830583062,negative,"['❤️', '❤️', '❤️', '❤️', '❤️']",1.0
7461664338605409046,2025-01-19 16:29:10,🌹🌹,2,0,7461594390830583062,7461594390830583062,negative,"['🌹', '🌹']",1.0
7461598456303895318,2025-01-19 12:13:59,Bei den Ergebnissen von spd Politik würde ich auch lieber nicht über Inhalte reden 😌,2,2,7461594390830583062,7461594390830583062,negative,['😌'],1.0
7461642532758946562,2025-01-19 15:04:40,"VW schließt die Werke 🥺🥺🥺
Das ist doch gut.
Dann werden zehntausende Fachkräfte zur Verfügung stehen und Deutschland muss keine Fachkräfte anwerben.
Danke Habeck,
danke Scholz,
danke Merz.",0,0,7461594390830583062,7461594390830583062,neutral,"['🥺', '🥺', '🥺']",1.0
7461281096132248342,2025-01-18 15:42:16,Gott sei Dank 👍🏻,6,0,7460875896392633622,7460875896392633622,positive,['👍🏻'],-1.0
7460883190258287382,2025-01-17 13:58:08,"Was sie sagen, verstehen nur die Leute mit Bildung und Intelligenz.",5,4,7460875896392633622,7460875896392633622,neutral,[],-1.0
7460888874421928726,2025-01-17 14:20:36,🙈🙈🙈🙈🙈🙈,2,0,7460875896392633622,7460875896392633622,negative,"['🙈', '🙈', '🙈', '🙈', '🙈', '🙈']",-1.0
7461962979543335702,2025-01-20 11:48:39,"ich bin froh daß sich was ändert,bei Euch spürt man Angst",1,0,7460875896392633622,7460875896392633622,negative,[],-1.0
7461940725606695702,2025-01-20 10:22:44,"Interessante Auffassungen, was ihr von der SPD verbreitet.
Immer wieder schön, wie ihr versucht die Demokratie und die Meinungsfreiheit mit Füßen zu treten.",1,0,7460875896392633622,7460875896392633622,positive,[],-1.0
7461187328959595286,2025-01-18 09:38:21,Ich finde es gut! Das ist Demokratie!,1,0,7460875896392633622,7460875896392633622,positive,[],111.0
7460878013875258134,2025-01-17 13:38:12,Das DSA ist so wichtig 🔥,1,0,7460875896392633622,7460875896392633622,neutral,['🔥'],111.0
7461936591280505622,2025-01-20 10:06:19,Ohne Worte 🙈🙈🙈,0,0,7460875896392633622,7460875896392633622,negative,"['🙈', '🙈', '🙈']",111.0
7460689964800443158,2025-01-17 01:31:07,zeigt aktuell die Grundsteuer. Danke SPD für immer höhere Belastungen,11,1,7460165478627937558,7460165478627937558,negative,[],1.0
7460497815434838806,2025-01-16 13:03:13,nie wieder grün,11,0,7460165478627937558,7460165478627937558,negative,[],1.0
7460747206778585878,2025-01-17 05:12:23,Was habt ihr die letzten 3 Jahre gemacht?,7,4,7460165478627937558,7460165478627937558,negative,[],1.0
7460195697628234518,2025-01-15 17:30:09,SPD SPD SPD SPD SPD SPD SPD SPD SPD SPD SPD SPD SPD SPD 💯💯💯💯💯💯💯💯💯💯💯💯💯,3,0,7460165478627937558,7460165478627937558,negative,"['💯', '💯', '💯', '💯', '💯', '💯', '💯', '💯', '💯', '💯', '💯', '💯', '💯']",-1.0
7460170339768664854,2025-01-15 15:52:07,🌹🌹🌹,3,0,7460165478627937558,7460165478627937558,negative,"['🌹', '🌹', '🌹']",-1.0
7460885389714195222,2025-01-17 14:06:54,bla bla bla,2,0,7460165478627937558,7460165478627937558,negative,[],111.0
7467831548806005526,2025-02-05 07:21:50,SPD❤️,1,0,7460165478627937558,7460165478627937558,negative,['❤️'],1.0
7460567223174873878,2025-01-16 17:31:46,scholz 🥰🥰,1,0,7460165478627937558,7460165478627937558,negative,"['🥰', '🥰']",111.0
7460567164568306454,2025-01-16 17:31:40,SPD 🥰🥰,1,0,7460165478627937558,7460165478627937558,negative,"['🥰', '🥰']",1.0
7460197547718951702,2025-01-15 17:37:20,❤️❤️❤️,1,0,7460165478627937558,7460165478627937558,negative,"['❤️', '❤️', '❤️']",1.0
7470934253070467862,2025-02-13 16:01:16,"Eine Partei unter Führung eines Kanzler der wenn es unbequem wird sich an nichts erinnern kann !?
😂😂😂 Nein Danke 😂😂😂",0,0,7460165478627937558,7460165478627937558,negative,"['😂', '😂', '😂', '😂', '😂', '😂']",1.0
7470268402894062358,2025-02-11 20:57:26,https://www.politikversagen.net/,0,0,7460165478627937558,7460165478627937558,negative,[],1.0
7469798089789522710,2025-02-10 14:32:27,was kostet die co2 steuer,0,0,7460165478627937558,7460165478627937558,neutral,[],1.0
7467938278299058966,2025-02-05 14:15:23,Niemals mehr SPD,0,0,7460165478627937558,7460165478627937558,negative,[],-1.0
7467658631870907158,2025-02-04 20:09:59,"Bitte nicht noch einmal 3. Jahre. Ach was sage ich, sie SPD regiert ja seit 21. Jahren mit. Brandt, Schmidt und andere verdiente Politiker der Partei würden sich im Grabe umdrehen. Ihr könnt es nicht",0,0,7460165478627937558,7460165478627937558,negative,[],-1.0
7465025241640715030,2025-01-28 17:51:18,keine roten Nazis mehr 👍👍👍👍,0,0,7460165478627937558,7460165478627937558,negative,"['👍', '👍', '👍', '👍']",1.0
7465020696928027414,2025-01-28 17:33:46,"Wusstet Ihr das von der SPD schon?
Die schützen Manager und Gutverdiener davor, ab 8.000€ Monatseinkommen mehr in die Renten- und Pflegekasse einzahlen zu müssen und lassen lieber arme Menschen leiden und betteln.
Man nennt das Beitragsbemessungsgrenzen.Deswegb hat die Mittelschicht weniger als Reiche.
Wollte es nur nochal mal kurz vor der Wahl erwähnen 😎🙋",0,0,7460165478627937558,7460165478627937558,negative,"['😎', '🙋']",1.0
7464989742674952982,2025-01-28 15:33:43,Niemals diese korrupte SPD... NUR BLAU..!!!!,0,0,7460165478627937558,7460165478627937558,negative,[],1.0
7464156365898023712,2025-01-26 09:39:25,Wer glaubt der SPD ( Schmarotzer Partei Deutschland ) noch ???,0,0,7460165478627937558,7460165478627937558,neutral,[],111.0
7463946313030271766,2025-01-25 20:04:11,EUCH NIE WIEDER,0,0,7460165478627937558,7460165478627937558,negative,[],111.0
7463755474720555798,2025-01-25 07:44:59,"Wo ist das Kapital von dem Buchhalter, der sich Bundeskanzler nennt, von der dubiosen Kartell Warburg, von 146 Millionen Euro, und was für eine Belastung. erhebt die Offenbarung.",0,0,7460165478627937558,7460165478627937558,neutral,[],111.0
7463742668288394006,2025-01-25 06:54:49,"25 Jahre mit Regierungs beteiligung..... was wurde geschafft?!?
In welchem Bereich hat sich etwas verbessert für die Mehrheit?!?
Schulen, Bildung, Wohnen,Steuer, Bürokratie, Infrastruktur......",0,0,7460165478627937558,7460165478627937558,neutral,[],111.0
7462754726808060694,2025-01-22 15:00:28,😂😂😂,0,0,7460165478627937558,7460165478627937558,negative,"['😂', '😂', '😂']",111.0
7461991478588867350,2025-01-20 13:38:57,Ihr habt wirklichnicht größere Probleme als Bierdeckel😂😂😂😂😂😂😂😂😂😂😂,0,0,7460165478627937558,7460165478627937558,positive,"['😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂']",111.0
7461218158025900822,2025-01-18 11:38:16,Blablablabla,0,0,7460165478627937558,7460165478627937558,positive,[],1.0
7461214383114552087,2025-01-18 11:23:24,"Und was ist mit uneren Rentner ?
Wer hat die Rente versteuern lassen.
Ihr von der SPD sind es gewesen.
Bla Bla Bla",0,0,7460165478627937558,7460165478627937558,negative,[],1.0
7461175926900507414,2025-01-18 08:54:24,Ihr seit der Untergang. SPD ist eine Katastrophe,0,0,7460165478627937558,7460165478627937558,negative,[],1.0
7461144477920199446,2025-01-18 06:53:21,Mit dem sprechen lernen Sie zu lügen und mit dem schreiben lernen sie zu fälschen.,0,0,7460165478627937558,7460165478627937558,neutral,[],111.0
7460958776494752534,2025-01-17 18:51:17,Vergeßt euer Volk nicht. Die Ukraine zählt auf euch liebe Genossen.,0,0,7460165478627937558,7460165478627937558,negative,[],111.0
7460887458710242070,2025-01-17 14:15:07,"ekelhaft dieer Wahlkampf ihr denkt nur an die Ukraine, die letzten Jahre nichts gemacht muss kotzen",0,0,7460165478627937558,7460165478627937558,negative,[],111.0
7460603842532983574,2025-01-16 19:54:09,"Ist das wirklich alles , sich an Friedrich Merz abzuarbeiten?",0,0,7460165478627937558,7460165478627937558,neutral,[],111.0
7460558334610850582,2025-01-16 16:57:35,Wer soll euch noch glauben! SPD =sicherste Pleite Deutschlands,0,0,7460165478627937558,7460165478627937558,negative,[],-1.0
7460554383534818070,2025-01-16 16:42:25,der wird euch nochmal heftig auf die Füsse fallen. Von wegen mehr Netto 😂,0,0,7460165478627937558,7460165478627937558,negative,['😂'],1.0
7460364478581097248,2025-01-16 04:26:13,Ein Mittagessen?? Und die andere 30 Tage??,0,1,7460165478627937558,7460165478627937558,negative,[],1.0
7460243646710661910,2025-01-15 20:36:20,"sorry aber von wollen wird niemand satt, von wir fordern wird keine Miete bezahlt und den Rest könnt ihr euch auch schenken",0,0,7460165478627937558,7460165478627937558,negative,[],1.0
7459511936582386454,2025-01-13 21:16:23,Bald Geschichte,5,0,7459106227205803286,7459106227205803286,neutral,[],1.0
7459115841847296790,2025-01-12 19:39:21,Olaf Scholz 👍❤️,4,0,7459106227205803286,7459106227205803286,negative,"['👍', '❤️']",1.0
7459640360102757142,2025-01-14 05:36:03,SPD 💯💯💯💯💯💯💯💯💯,3,0,7459106227205803286,7459106227205803286,negative,"['💯', '💯', '💯', '💯', '💯', '💯', '💯', '💯', '💯']",1.0
7459488310739206934,2025-01-13 19:44:44,Wann macht ihr für uns Deutschen Politik 😳🤨,3,5,7459106227205803286,7459106227205803286,neutral,"['😳', '🤨']",-1.0
7460200631111615254,2025-01-15 17:49:25,aber warum habt ihr das nicht schon alles gemacht 🤔🤔🤔 ich frag nur Mal für alle die durch euch ihren Job verloren haben und noch verlieren,2,0,7459106227205803286,7459106227205803286,negative,"['🤔', '🤔', '🤔']",-1.0
7460087949334594326,2025-01-15 10:32:23,Und beschließen... den endgültigen Untergang nach G20 Vorbild,2,0,7459106227205803286,7459106227205803286,neutral,[],-1.0
7459118799075328790,2025-01-12 19:50:56,🌹🌹🌹,2,0,7459106227205803286,7459106227205803286,negative,"['🌹', '🌹', '🌹']",0.0
7468971223151674134,2025-02-08 09:03:57,❤️✌️SPD,1,0,7459106227205803286,7459106227205803286,negative,"['❤️', '✌️']",1.0
7460565732843569942,2025-01-16 17:26:24,SPD 🥰🥰,1,0,7459106227205803286,7459106227205803286,negative,"['🥰', '🥰']",1.0
7459799536204137238,2025-01-14 15:52:40,"Ihr SOZIS lasst euch nur mal schön Feiern.
Wir hoffen und drücken jedenfalls jetzt die Daumen das es mit den unter 5% noch klappt.",1,1,7459106227205803286,7459106227205803286,negative,[],1.0
7459111627976885014,2025-01-12 19:23:03,👍👍👍👍👍👍,1,0,7459106227205803286,7459106227205803286,negative,"['👍', '👍', '👍', '👍', '👍', '👍']",-1.0
7470194411575706390,2025-02-11 16:10:30,💝💝💝😘😘😘👏👏❤️❤️❤️❤️SPD ❤️❤️❤️❤️❤️❤️❤️❤️💝💝💝💝💝😘😘😘SPD,0,0,7459106227205803286,7459106227205803286,negative,"['💝', '💝', '💝', '😘', '😘', '😘', '👏', '👏', '❤️', '❤️', '❤️', '❤️', '❤️', '❤️', '❤️', '❤️', '❤️', '❤️', '❤️', '❤️', '💝', '💝', '💝', '💝', '💝', '😘', '😘', '😘']",-1.0
7466720188353135382,2025-02-02 07:28:54,❤️❤️❤️❤️❤️❤️,0,0,7459106227205803286,7459106227205803286,negative,"['❤️', '❤️', '❤️', '❤️', '❤️', '❤️']",-1.0
7465947947625267990,2025-01-31 05:32:48,Klar wählt eine Partei wo der Kanzler in 2 der größten Skandale verwickelt ist 😂😂👌,0,0,7459106227205803286,7459106227205803286,neutral,"['😂', '😂', '👌']",1.0
7465924245635253014,2025-01-31 04:05:04,Jaaaaaaaaa👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,0,0,7459106227205803286,7459106227205803286,negative,"['👍', '👍', '👍', '👍', '👍', '👍', '👍', '👍', '👍', '👍', '👍', '👍', '👍', '👍', '👍', '👍', '👍', '👍', '👍', '👍', '👍', '👍', '👍', '👍', '👍', '👍', '👍', '👍', '👍', '👍', '👍', '👍', '👍', '👍', '👍', '👍', '👍', '👍', '👍', '👍', '👍', '👍', '👍']",1.0
7461557144132633366,2025-01-19 09:33:35,Kann sich jemand dort noch an cumex erinnern 🤔,0,0,7459106227205803286,7459106227205803286,neutral,['🤔'],1.0
7461223502679393046,2025-01-18 11:58:29,Der ist kaputt,0,0,7459106227205803286,7459106227205803286,negative,[],1.0
7461145110856778518,2025-01-18 06:55:12,🤮🤮🤮,0,0,7459106227205803286,7459106227205803286,negative,"['🤮', '🤮', '🤮']",1.0
7461013271861216022,2025-01-17 22:22:52,"Als 🔴🟢 2005 abgewählt wurde, hatten wir 5 Mio. Arbeitslose und Soldaten im Kosovo und Afghanistan ! Jedesmal wenn 🔴🟢 regiert, fahren sie die Wirtschaft gegen die Wand und verwickeln uns in Kriege",0,0,7459106227205803286,7459106227205803286,neutral,"['🔴', '🟢', '🔴', '🟢']",1.0
7460820773554094870,2025-01-17 09:56:41,"Die Entscheidung Olaf zu wählen war die beste Entscheidung.Damit ist endlich erreicht,dass die SPD verschwindet",0,0,7459106227205803286,7459106227205803286,neutral,[],1.0
7460565850245120790,2025-01-16 17:26:30,scholz 🥰🥰,0,0,7459106227205803286,7459106227205803286,negative,"['🥰', '🥰']",1.0
7460386554549469974,2025-01-16 05:51:50,🤣🤪🤮🤥,0,0,7459106227205803286,7459106227205803286,negative,"['🤣', '🤪', '🤮', '🤥']",1.0
7459305009748017942,2025-01-13 07:54:11,"Spätestens mit Elons X zeigen die Blauen, dass sie systemfeindlich sind. Unseriös und unwählbar. Deshalb nur noch ❤️🖤💚",0,1,7459106227205803286,7459106227205803286,negative,"['❤️', '🖤', '💚']",1.0
7465384549342806806,2025-01-29 17:05:22,SPD❤️,7,0,7465383983677705494,7465383983677705494,negative,['❤️'],1.0
7465405468102787862,2025-01-29 18:26:33,Sooo ist es leider! Im Februar kein Merz!,3,0,7465383983677705494,7465383983677705494,negative,[],1.0
7465395069714580246,2025-01-29 17:46:16,👍,3,0,7465383983677705494,7465383983677705494,negative,['👍'],1.0
7465713974475424534,2025-01-30 14:23:54,👎👎 typisch CDU und Merz. Es ist zum weinen. --- Bitte wählt die SPD. Danke. 👍👍,2,1,7465383983677705494,7465383983677705494,negative,"['👎', '👎', '👍', '👍']",1.0
7465693303523427094,2025-01-30 13:03:47,👍👍👍👍❤️❤️💚,3,0,7465383983677705494,7465383983677705494,negative,"['👍', '👍', '👍', '👍', '❤️', '❤️', '💚']",1.0
7465679422935892758,2025-01-30 12:10:07,🙏🏼♥️♥️♥️♥️♥️♥️♥️♥️♥️💯😍🙏🏼,2,0,7465383983677705494,7465383983677705494,negative,"['🙏🏼', '♥️', '♥️', '♥️', '♥️', '♥️', '♥️', '♥️', '♥️', '♥️', '💯', '😍', '🙏🏼']",1.0
7465397361067459350,2025-01-29 17:55:14,🙏🙏🤩🤩,2,0,7465383983677705494,7465383983677705494,negative,"['🙏', '🙏', '🤩', '🤩']",-1.0
7465767846380225302,2025-01-30 17:52:47,SPD für immer!❤️,2,0,7465383983677705494,7465383983677705494,negative,['❤️'],111.0
7465792375785669398,2025-01-30 19:27:55,keine SPD nazis mehr 😂😂😂,0,0,7465383983677705494,7465383983677705494,negative,"['😂', '😂', '😂']",111.0
7465790595381560087,2025-01-30 19:21:17,jede stimme für die SPD ist eine zuviel,0,0,7465383983677705494,7465383983677705494,neutral,[],111.0
7464613577199813398,2025-01-27 15:13:54,🥰🥰🥰Scholz bleibt 👍,47,0,7464474252704566550,7464474252704566550,negative,"['🥰', '🥰', '🥰', '👍']",111.0
7464667166001513238,2025-01-27 18:41:36,Wir sind alle Menschen Olaf Scholz ist ein toller Mensch 🥰🥰🥰,40,4,7464474252704566550,7464474252704566550,neutral,"['🥰', '🥰', '🥰']",111.0
7464627656090485526,2025-01-27 16:08:36,"❤️❤️ich hoffe, du enttäuschst uns nicht",35,5,7464474252704566550,7464474252704566550,negative,"['❤️', '❤️']",111.0
7465397907849151254,2025-01-29 17:57:19,"Scholz ist der einzige erfahrene Politiker, den Deutschland noch hat! Er kann in jeder Notlage alles zum Positiven wenden. Alle anderen sind Neulinge!🙏",16,2,7464474252704566550,7464474252704566550,neutral,['🙏'],111.0
7464635001474663190,2025-01-27 16:37:10,danke❤❤❤❤❤❤❤❤❤❤❤,12,0,7464474252704566550,7464474252704566550,positive,"['❤', '❤', '❤', '❤', '❤', '❤', '❤', '❤', '❤', '❤', '❤']",111.0
7464739100248720150,2025-01-27 23:21:41,Tolle mensch👍🏻👍🏻👍🏻,11,1,7464474252704566550,7464474252704566550,positive,"['👍🏻', '👍🏻', '👍🏻']",1.0
7464475239200604950,2025-01-27 06:17:11,Finde das er recht hat,9,0,7464474252704566550,7464474252704566550,neutral,[],1.0
7472691665523082006,2025-02-18 09:41:01,Beste Kanzler Scholz Unsere Stimme hast du auf jeden Fall,7,2,7464474252704566550,7464474252704566550,positive,[],1.0
7465449572006036256,2025-01-29 21:17:28,"gleiches recht für Alle I'm Land.🙏mänschen rechte, freiheit, Freie Meinung Euserung!🙏",7,0,7464474252704566550,7464474252704566550,neutral,"['🙏', '🙏']",1.0
7465631454815765270,2025-01-30 09:04:09,Klare worte 😎👍,6,0,7464474252704566550,7464474252704566550,positive,"['😎', '👍']",1.0
7465039408326279968,2025-01-28 18:46:09,gut gesagt,6,0,7464474252704566550,7464474252704566550,positive,[],1.0
7464494167873471254,2025-01-27 07:31:27,🌹🌹🌹🌹🌹,6,0,7464474252704566550,7464474252704566550,negative,"['🌹', '🌹', '🌹', '🌹', '🌹']",-1.0
7464477660706521878,2025-01-27 06:26:37,💯,6,0,7464474252704566550,7464474252704566550,negative,['💯'],-1.0
7467269751527785238,2025-02-03 19:01:06,Genau 🥰🥰🥰🥰👍🙏🙏,5,0,7464474252704566550,7464474252704566550,positive,"['🥰', '🥰', '🥰', '🥰', '👍', '🙏', '🙏']",-1.0
7466636992849281814,2025-02-02 02:09:17,🙏🙏🙏🙏💯💯💯💯💯💯💯💯 SPD👍👍👍,5,0,7464474252704566550,7464474252704566550,negative,"['🙏', '🙏', '🙏', '🙏', '💯', '💯', '💯', '💯', '💯', '💯', '💯', '💯', '👍', '👍', '👍']",-1.0
7464593149211755286,2025-01-27 13:54:53,🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰,5,0,7464474252704566550,7464474252704566550,negative,"['🥰', '🥰', '🥰', '🥰', '🥰', '🥰', '🥰', '🥰', '🥰', '🥰']",1.0
7473011870590354198,2025-02-19 06:24:17,"Es ist einfach beruhigend seinen Worten zu folgen, denn sie sind ehrlich und aufrichtig gemeint. Olaf, ich drücke dir ganz fest die Daumen. Meine Stimmen hast du.",4,0,7464474252704566550,7464474252704566550,positive,[],1.0
7464977526520922902,2025-01-28 14:46:16,Wir sind Seelen 😇,4,0,7464474252704566550,7464474252704566550,neutral,['😇'],1.0
7464898049736737558,2025-01-28 09:38:27,❤️❤️❤️❤️❤️❤️❤️🙏💪💪💪💪💪💪💪💪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪💪💪💪💪💪💪💪💪💪💪👑,4,0,7464474252704566550,7464474252704566550,negative,"['❤️', '❤️', '❤️', '❤️', '❤️', '❤️', '❤️', '🙏', '💪', '💪', '💪', '💪', '💪', '💪', '💪', '💪', '🇩🇪', '🇩🇪', '🇩🇪', '🇩🇪', '🇩🇪', '🇩🇪', '🇩🇪', '💪', '💪', '💪', '💪', '💪', '💪', '💪', '💪', '💪', '💪', '👑']",1.0
7464699130557530902,2025-01-27 20:45:42,👍🤩🤩,4,0,7464474252704566550,7464474252704566550,negative,"['👍', '🤩', '🤩']",1.0
7464683241410183958,2025-01-27 19:44:03,♥️♥️♥️Scholz muss bleiben,4,0,7464474252704566550,7464474252704566550,negative,"['♥️', '♥️', '♥️']",1.0
7464654294320431894,2025-01-27 17:51:49,❤❤❤❤🥰🥰🥰,4,0,7464474252704566550,7464474252704566550,negative,"['❤', '❤', '❤', '❤', '🥰', '🥰', '🥰']",-1.0
7464636475238630166,2025-01-27 16:42:29,🌹🕯,4,0,7464474252704566550,7464474252704566550,negative,"['🌹', '🕯']",-1.0
7464536836095722262,2025-01-27 10:16:36,Das beste das Deutschland passieren kann hr scholz ❤️❤️❤️💪💪💪,4,0,7464474252704566550,7464474252704566550,positive,"['❤️', '❤️', '❤️', '💪', '💪', '💪']",-1.0
7464494296587322134,2025-01-27 07:31:24,🥰🥰🥰🥰🥰🥰,4,0,7464474252704566550,7464474252704566550,negative,"['🥰', '🥰', '🥰', '🥰', '🥰', '🥰']",-1.0
7473536051369214742,2025-02-20 16:17:37,niemals CDU und SPD,3,0,7464474252704566550,7464474252704566550,negative,[],-1.0
7465055132809675542,2025-01-28 19:47:18,🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰,3,0,7464474252704566550,7464474252704566550,negative,"['🥰', '🥰', '🥰', '🥰', '🥰', '🥰', '🥰', '🥰', '🥰', '🥰']",1.0
7465037553587766038,2025-01-28 18:38:55,Leute Nur noch Scholz🥰🥰👍👍❤️,3,0,7464474252704566550,7464474252704566550,negative,"['🥰', '🥰', '👍', '👍', '❤️']",1.0
7464942336617022230,2025-01-28 12:30:04,👍👍👍👍👍👍,3,0,7464474252704566550,7464474252704566550,negative,"['👍', '👍', '👍', '👍', '👍', '👍']",1.0
7464747682533475094,2025-01-27 23:55:57,🌸🌸👏,3,0,7464474252704566550,7464474252704566550,negative,"['🌸', '🌸', '👏']",1.0
7464723821528302358,2025-01-27 22:22:06,❤️❤️❤️,3,0,7464474252704566550,7464474252704566550,negative,"['❤️', '❤️', '❤️']",1.0
7464708867935601430,2025-01-27 21:23:22,🥰🥰🥰🥰💪💪💪💪💪🥰🥰🥰,3,0,7464474252704566550,7464474252704566550,negative,"['🥰', '🥰', '🥰', '🥰', '💪', '💪', '💪', '💪', '💪', '🥰', '🥰', '🥰']",1.0
7464705427935429398,2025-01-27 21:10:04,Scholz bleibt 👍,3,1,7464474252704566550,7464474252704566550,negative,['👍'],1.0
7464705275661419286,2025-01-27 21:09:27,❤️❤️❤️,3,0,7464474252704566550,7464474252704566550,negative,"['❤️', '❤️', '❤️']",1.0
7464698717810885398,2025-01-27 20:44:15,🌹💞💞💞💞💞🌹🤲🤲🤲🤲🌹,3,0,7464474252704566550,7464474252704566550,negative,"['🌹', '💞', '💞', '💞', '💞', '💞', '🌹', '🤲', '🤲', '🤲', '🤲', '🌹']",1.0
7464676274042372897,2025-01-27 19:16:55,🥰🥰🥰,3,0,7464474252704566550,7464474252704566550,negative,"['🥰', '🥰', '🥰']",1.0
7464658621877846806,2025-01-27 18:08:44,🥰🥰🥰🥰🥰,3,0,7464474252704566550,7464474252704566550,negative,"['🥰', '🥰', '🥰', '🥰', '🥰']",1.0
