id,create_time,text,like_count,reply_count,parent_comment_id,video_id,sentiment,emojis,emoji_sentiment
7467661804194366230,2025-02-04 20:22:08,"Damit das alles klappt koaliert die CDU mit der SPD??? Spaß jetzt, oder?",0,0,7467247633191423254,7467247633191423254,negative,[],-1.0
7467332654088028950,2025-02-03 23:06:16,Meine Güte ruf Mutti an ob das so sagen darfst🥺,0,0,7467247633191423254,7467247633191423254,neutral,['🥺'],-1.0
7467157352664859414,2025-02-03 11:45:08,leider ist er nicht tragbar . cdu niemals,167,1,7467136502909111574,7467136502909111574,negative,[],-1.0
7467151897095750422,2025-02-03 11:23:55,die CDU ist doch ist doch schon zerstört,146,0,7467136502909111574,7467136502909111574,neutral,[],-1.0
7467165181950296854,2025-02-03 12:15:19,niemals CDU,115,0,7467136502909111574,7467136502909111574,negative,[],-1.0
7467183904009863958,2025-02-03 13:27:59,furchtbar nicht Tragbar dieser Mann,89,0,7467136502909111574,7467136502909111574,negative,[],-1.0
7467186900266124034,2025-02-03 13:39:39,"nicht mal gewählt unser Pumuckl,aber große Reden schwingen. ich kann den nicht mehr sehen",83,0,7467136502909111574,7467136502909111574,negative,[],-1.0
7467214804437287702,2025-02-03 15:27:47,"furchtbar dieser Mann.... unwählbar
CDU sowieso",56,0,7467136502909111574,7467136502909111574,negative,[],1.0
7467196839860241174,2025-02-03 14:18:17,Und das sind die sogenannten Demokraten ohne Mehrheit ist er Ministerpräsident geworden,47,0,7467136502909111574,7467136502909111574,neutral,[],1.0
7467191466554376982,2025-02-03 13:57:26,Wenn ich den sehe bekomme ich🤑🤑🤑🤑,44,0,7467136502909111574,7467136502909111574,negative,"['🤑', '🤑', '🤑', '🤑']",-1.0
7467195362435433218,2025-02-03 14:12:46,Das macht die CDU ganz alleine.,37,0,7467136502909111574,7467136502909111574,negative,[],111.0
7467189656204706582,2025-02-03 13:50:11,immer wieder das selbe Gelaber vor den Wahlen 😔,35,0,7467136502909111574,7467136502909111574,negative,['😔'],-1.0
7467156254823432982,2025-02-03 11:41:14,schon viel zu lange.....,27,0,7467136502909111574,7467136502909111574,negative,[],-1.0
7467190938298909462,2025-02-03 13:55:32,"Einfach miteinander reden und Probleme gemeinsam lösen.
Brandmauern gehören nicht zur Demokratie.Seht ihr die Weltpolitik nicht???",22,1,7467136502909111574,7467136502909111574,negative,[],-1.0
7467142401632633622,2025-02-03 10:47:33,Gibt ihn ein Tempo 😢😢😢😢,15,0,7467136502909111574,7467136502909111574,negative,"['😢', '😢', '😢', '😢']",-1.0
7467223635699286806,2025-02-03 16:01:57,"die CDU hat sich seit ""Wir schaffen das"" selbst zerstört",11,0,7467136502909111574,7467136502909111574,neutral,[],-1.0
7467199104953107222,2025-02-03 14:27:17,Weil die CDU nicht mehr das ist was sie mal waren wer CDU wählt bekommt links grüne Politik also nicht mehr wählbar,11,1,7467136502909111574,7467136502909111574,negative,[],-1.0
7467221618894422806,2025-02-03 15:54:28,schon viel zu lange 😅,8,0,7467136502909111574,7467136502909111574,negative,['😅'],-1.0
7467217803863458583,2025-02-03 15:39:22,Sie kämpfen gegen das eigene Volk also nicht tragbar,8,0,7467136502909111574,7467136502909111574,neutral,[],111.0
7467164445804692226,2025-02-03 12:12:47,Der Aussage kann man nur zustimmen.👍,8,0,7467136502909111574,7467136502909111574,negative,['👍'],111.0
7467141241392612118,2025-02-03 10:43:09,"Na und ihr zerstört das Land. Wo ist das Problem, dass die Bevölkerung das nicht weiter will",7,0,7467136502909111574,7467136502909111574,neutral,[],111.0
7467219675652113174,2025-02-03 15:46:50,Macht die CDU ganz alleine,6,0,7467136502909111574,7467136502909111574,negative,[],111.0
7467192791996777238,2025-02-03 14:02:42,die Verursacher wollen Lösungen finden die ohne sie gar nicht nötig wären....🙄,6,0,7467136502909111574,7467136502909111574,neutral,['🙄'],-1.0
7467220099305308950,2025-02-03 15:48:14,Lach ja nee ist klar 🤣🤣🤣🤣🤣🤣,5,0,7467136502909111574,7467136502909111574,negative,"['🤣', '🤣', '🤣', '🤣', '🤣', '🤣']",-1.0
7467159976021328662,2025-02-03 11:55:10,Merz zerstört die CDU. 😂,5,1,7467136502909111574,7467136502909111574,negative,['😂'],-1.0
7467158532217176854,2025-02-03 11:50:01,wir unterstützen Merz 💪💪💪,5,14,7467136502909111574,7467136502909111574,neutral,"['💪', '💪', '💪']",-1.0
7467146048565019394,2025-02-03 11:01:49,"Nur gelaber, wir müssen, wir müssen, aber nix wird getan 😡😡😡😡😡",5,0,7467136502909111574,7467136502909111574,negative,"['😡', '😡', '😡', '😡', '😡']",1.0
7467277477401887511,2025-02-03 19:30:50,😂😂Zwei Witzfiguren unter sich😂😂Mehr Schein als Sein,3,0,7467136502909111574,7467136502909111574,negative,"['😂', '😂', '😂', '😂']",1.0
7467232775843562262,2025-02-03 16:37:40,Die CDU zerstört sich doch selbst 😅,3,0,7467136502909111574,7467136502909111574,neutral,['😅'],1.0
7467214778911556374,2025-02-03 15:27:54,"Der löst garnix !!! Unter seiner ""leitung"" bleiben die Fördermittelanträge für Krankenhäuser im Schrank liegen !!!!",3,2,7467136502909111574,7467136502909111574,neutral,[],1.0
7467206412533547798,2025-02-03 14:55:32,komisch 2015 habt ihr es doch zugelassen....,3,0,7467136502909111574,7467136502909111574,negative,[],-1.0
7467166797694698263,2025-02-03 12:22:07,Herr Kretschmer das ist so nicht richtig die CDU schafft sich selber ab indem sie schlechte Politik macht nur an Posten hängt und innerlich eigentlich zerrissen ist wenn ein linkes und konservatives L,3,0,7467136502909111574,7467136502909111574,negative,[],-1.0
7467161397223244566,2025-02-03 12:00:35,Rosettenmitte,3,0,7467136502909111574,7467136502909111574,negative,[],1.0
7467555731861750550,2025-02-04 13:31:05,unwählbar,2,0,7467136502909111574,7467136502909111574,negative,[],-1.0
7467416440339055382,2025-02-04 04:35:20,nie wieder CDU,2,0,7467136502909111574,7467136502909111574,negative,[],1.0
7467284496516252438,2025-02-03 19:58:06,Probleme lösen die wir ohne euch nicht hätten. Wir schaffen das .,2,0,7467136502909111574,7467136502909111574,positive,[],-1.0
7467269962882351894,2025-02-03 19:01:47,Er ist schon 7 Jahre zu lange im Amt. Alles von unseren Steuergelder,2,0,7467136502909111574,7467136502909111574,neutral,[],-1.0
7467250106082296598,2025-02-03 17:44:40,niemals Merz CDU,2,0,7467136502909111574,7467136502909111574,negative,[],111.0
7467244355428287254,2025-02-03 17:22:41,reicht ihn doch mal ein Taschentuch 😂😂😂😂,2,0,7467136502909111574,7467136502909111574,neutral,"['😂', '😂', '😂', '😂']",111.0
7467193989868618518,2025-02-03 14:07:14,zu lange,2,0,7467136502909111574,7467136502909111574,negative,[],111.0
7467185881641435926,2025-02-03 13:35:46,"Kretschmer ist das nicht der, der seiner Frau, einen Posten für über 8000 Euro geschaffen hat?",2,0,7467136502909111574,7467136502909111574,neutral,[],111.0
7467183307160879894,2025-02-03 13:25:46,"Die CDU in der Führung mehr Links Grün! Die CDU zerstört sich selbst! Aber ich bin überrascht, dass es diesmal nicht Putin ist!😀",2,0,7467136502909111574,7467136502909111574,positive,['😀'],111.0
7467180409760613142,2025-02-03 13:14:33,Die letzten 7 Jahre waren eine einzige Katastrophe. Sagt ein ehemaliges CDU-Mitglied,2,0,7467136502909111574,7467136502909111574,neutral,[],111.0
7467170641205265174,2025-02-03 12:36:29,"Sollte ein Ministerpräsident nicht lieber für seine Bürger und für die Weiterentwicklung des Landes kämpfen, statt hart gegen eine andere Partei zu kämpfen?",2,0,7467136502909111574,7467136502909111574,neutral,[],111.0
7467168427071144726,2025-02-03 12:28:22,Na da sind ja die beiden richtigen zu sehen und zu hören!! 🤮🤮,2,0,7467136502909111574,7467136502909111574,negative,"['🤮', '🤮']",1.0
7467161038477542166,2025-02-03 11:59:48,Das waren eindeutig 7 Jahre zu viel,2,0,7467136502909111574,7467136502909111574,neutral,[],1.0
7467158795103863574,2025-02-03 11:50:50,Merz macht die CDU kaputt,2,0,7467136502909111574,7467136502909111574,negative,[],1.0
7467626941362078486,2025-02-04 18:06:58,das ist der letzte 💯💯💯,1,0,7467136502909111574,7467136502909111574,negative,"['💯', '💯', '💯']",1.0
7467535824622797590,2025-02-04 12:14:14,Und die CDU will das Volk zerstören und Mutti mischt noch mit und ihr tolleriert es😫,1,0,7467136502909111574,7467136502909111574,neutral,['😫'],-1.0
7467532873349350166,2025-02-04 12:02:24,Denn habe ich letztes Jahr nicht gewählt. Danach wahlbetrug..,1,0,7467136502909111574,7467136502909111574,neutral,[],-1.0
7467385164131025686,2025-02-04 02:35:07,CDU niemals Ihr seid Betrüger bei dehn Wahlen untragbar,1,0,7467136502909111574,7467136502909111574,negative,[],-1.0
7467353972933706518,2025-02-04 00:30:24,Du Lügner kann den nicht mehr sehen.,1,0,7467136502909111574,7467136502909111574,negative,[],-1.0
7467288670622696214,2025-02-03 20:14:16,viel zu lange,1,0,7467136502909111574,7467136502909111574,negative,[],-1.0
7467270817489044246,2025-02-03 19:05:14,Halluzinationen???,1,0,7467136502909111574,7467136502909111574,negative,[],1.0
7467266672107143958,2025-02-03 18:49:06,😳😳😳Viel zu lange. Untragbar dieser Mann🙃🙃🙃,1,0,7467136502909111574,7467136502909111574,negative,"['😳', '😳', '😳', '🙃', '🙃', '🙃']",1.0
7467249647573402390,2025-02-03 17:42:51,7 Jahre zu viel !!!,1,0,7467136502909111574,7467136502909111574,negative,[],1.0
7467249502279107350,2025-02-03 17:42:34,hat die CDU 2015 Tür und Tor geöffnet?,1,0,7467136502909111574,7467136502909111574,neutral,[],1.0
7467241803679695638,2025-02-03 17:12:31,😡😡😡😡,1,0,7467136502909111574,7467136502909111574,negative,"['😡', '😡', '😡', '😡']",1.0
7467240605124363030,2025-02-03 17:08:02,Der hat Lack gesoffen,1,0,7467136502909111574,7467136502909111574,negative,[],-1.0
7467236384056754966,2025-02-03 16:51:43,"schlechtes Zeichen wenn man überall Zerstörung und Verfolgung wittert, noch schlimmer wenn das in der Politik geschieht. Unsere Musterdemokraten haben Muffensausen",1,0,7467136502909111574,7467136502909111574,negative,[],-1.0
7467235439678587680,2025-02-03 16:47:26,Warum quatscht da gar keiner ununterbrochen rein? Ich dachte so geht guter Journalistmus heute?,1,0,7467136502909111574,7467136502909111574,negative,[],-1.0
7467224011929584406,2025-02-03 16:03:47,CDU ist der Grund allen Übels,1,0,7467136502909111574,7467136502909111574,negative,[],-1.0
7467206013196927766,2025-02-03 14:53:41,😂😂😂😂 Blablablabla,1,0,7467136502909111574,7467136502909111574,positive,"['😂', '😂', '😂', '😂']",-1.0
7467203304834401046,2025-02-03 14:43:12,immer den alten Mist wieder ausbuddeln bloß nichts neues 😂,1,0,7467136502909111574,7467136502909111574,negative,['😂'],-1.0
7467200421473125122,2025-02-03 14:32:02,CDU zerstört sich selber.,1,0,7467136502909111574,7467136502909111574,negative,[],-1.0
7467200278623142678,2025-02-03 14:31:30,widerlich,1,0,7467136502909111574,7467136502909111574,negative,[],-1.0
7467198668198740758,2025-02-03 14:25:08,"Die CDU zerstört sich durch ihr minderwertiges, verlogenes Verhalten selbst.
Der Showmaster Merz hat uns dies schon deutlich gezeigt.",1,0,7467136502909111574,7467136502909111574,negative,[],-1.0
7467197612568986390,2025-02-03 14:21:24,Aufrichtige Demokraten haben keinen Feind.,1,0,7467136502909111574,7467136502909111574,negative,[],1.0
7467196774806749974,2025-02-03 14:17:58,Tritt endlich ab,1,0,7467136502909111574,7467136502909111574,negative,[],1.0
7467194461882221334,2025-02-03 14:08:51,Nie wieder CDU nie wieder.......,1,0,7467136502909111574,7467136502909111574,negative,[],1.0
7467192442870203158,2025-02-03 14:00:59,Das ja nun Fritze Merz selbst erledigt mit der Zerstörung,1,1,7467136502909111574,7467136502909111574,neutral,[],1.0
7467191968235520790,2025-02-03 13:59:34,"Wenn jemand die CDU zerstört, ist es die CDU! Mein Vertrauen hat diese Partei zu lange missbraucht! Jetzt nur noch blau",1,0,7467136502909111574,7467136502909111574,negative,[],-1.0
7467190808821039894,2025-02-03 13:55:06,🤣🤣🤣🤣🤣🤣🤣🤣,1,0,7467136502909111574,7467136502909111574,negative,"['🤣', '🤣', '🤣', '🤣', '🤣', '🤣', '🤣', '🤣']",-1.0
7467190725101781782,2025-02-03 13:54:24,Nicht reden handeln simpel ! Aber reden könnt ihr am besten wenn es zur Tat geht ist keiner mehr da von euch,1,0,7467136502909111574,7467136502909111574,negative,[],1.0
7467161689105482518,2025-02-03 12:01:57,🤮🤮🤮,1,0,7467136502909111574,7467136502909111574,negative,"['🤮', '🤮', '🤮']",-1.0
7467160435557663510,2025-02-03 11:56:54,Unwählbar! Wetterfähnchen!,1,0,7467136502909111574,7467136502909111574,negative,[],-1.0
7469495462565610242,2025-02-09 18:57:54,🤣,0,0,7467136502909111574,7467136502909111574,negative,['🤣'],111.0
7469342683604108054,2025-02-09 09:05:12,CDU will nur Machterhalt. Dafür gehen die über Leichen,0,0,7467136502909111574,7467136502909111574,negative,[],111.0
7469324170594960150,2025-02-09 07:53:45,😅😅😅😅😅,0,0,7467136502909111574,7467136502909111574,negative,"['😅', '😅', '😅', '😅', '😅']",-1.0
7469127099842118422,2025-02-08 19:08:38,rumpelstilzien,0,0,7467136502909111574,7467136502909111574,negative,[],-1.0
7469125011703448342,2025-02-08 19:00:29,Sieben Jahre zuviel.,0,0,7467136502909111574,7467136502909111574,negative,[],1.0
7468990646930506518,2025-02-08 10:18:58,Hetzerei,0,0,7467136502909111574,7467136502909111574,negative,[],1.0
7468984327210205974,2025-02-08 09:54:48,Was will der Gnom von der Kadettenschule😜Während seiner Coronagrütze hat er gelogen das sich die Balken gebogen haben 😝,0,0,7467136502909111574,7467136502909111574,neutral,"['😜', '😝']",1.0
7468824555210801942,2025-02-07 23:35:20,Lügner,0,0,7467136502909111574,7467136502909111574,negative,[],-1.0
7468798021565612822,2025-02-07 21:51:43,einfach weg mit dem Gesindel von Politiker,0,0,7467136502909111574,7467136502909111574,negative,[],-1.0
7468686233993167638,2025-02-07 14:37:37,Ihr zerstört euch doch selbst 😂😂😂,0,0,7467136502909111574,7467136502909111574,negative,"['😂', '😂', '😂']",-1.0
7468635721621898006,2025-02-07 11:22:16,Wahlbetrüger 😳😳😳,0,0,7467136502909111574,7467136502909111574,negative,"['😳', '😳', '😳']",-1.0
7468547550581900054,2025-02-07 05:40:57,"Der ist schon viel zu lange im Amt 😡😡so eine Lachnummer,🤣😂🤣es wird Zeit das solche Leute für ihre Misswirtschaft zur Verantwortung gezogen werden. 😎😡",0,0,7467136502909111574,7467136502909111574,neutral,"['😡', '😡', '🤣', '😂', '🤣', '😎', '😡']",-1.0
7468356190381753110,2025-02-06 17:17:03,Sachsen sollte regierbar werden. vergessen Sie IHRE Mauer.....! Wir gehen hier alle Pleite. 40 proz. Mitarbeiter schon entlassen.... Reden Sie mit Herrn Chrupalla!!! dafür wurden Sie gewählt...,0,0,7467136502909111574,7467136502909111574,neutral,[],-1.0
7468277988439278358,2025-02-06 12:13:50,Wat eine Laberbacke....ein Menschenfeind wie er im Buche steht.....🤨,0,0,7467136502909111574,7467136502909111574,neutral,['🤨'],1.0
7468221305499517718,2025-02-06 08:34:23,Zum kotzen die CDU,0,0,7467136502909111574,7467136502909111574,negative,[],1.0
7468074990094189334,2025-02-05 23:06:24,😂😂😂😂😂,0,0,7467136502909111574,7467136502909111574,negative,"['😂', '😂', '😂', '😂', '😂']",1.0
7468064653617742614,2025-02-05 22:25:56,wer hat das Land gegen die Wand gefahren doch die Altparteien,0,0,7467136502909111574,7467136502909111574,neutral,[],111.0
7468064623037072150,2025-02-05 22:25:49,😱😱😱,0,0,7467136502909111574,7467136502909111574,negative,"['😱', '😱', '😱']",111.0
7467980156151563030,2025-02-05 16:57:52,Pinocchio wieder One Fire.,0,0,7467136502909111574,7467136502909111574,positive,[],111.0
7467918614793585430,2025-02-05 12:59:04,CDU ihr seid Schuld☝🏻 26/27 keine Rücklagen mehr ab dann gibt es Neu Wahlen in Sachsen☝🏻Das ganz Geld was die Sachsen Erarbeitet haben seit den 90igern is dann weg. Keine Stimme der CDU,0,0,7467136502909111574,7467136502909111574,negative,"['☝🏻', '☝🏻']",-1.0
7467853317869568790,2025-02-05 08:46:19,Du hast nicht alle tassen im Schrank,0,0,7467136502909111574,7467136502909111574,negative,[],-1.0
7467836562237276950,2025-02-05 07:41:37,Dieser Mensch geht garnicht! Nie im Leben diese ................ !!!!,0,0,7467136502909111574,7467136502909111574,negative,[],-1.0
7467823256046617366,2025-02-05 06:49:44,Dieser Wahlberüger,0,0,7467136502909111574,7467136502909111574,negative,[],-1.0
7467807334104204054,2025-02-05 05:48:57,🎄🎄🎄,0,0,7467136502909111574,7467136502909111574,negative,"['🎄', '🎄', '🎄']",-1.0
7467715232146916119,2025-02-04 23:51:27,👎👎👎👎👎👎👎👎👎👎👎👎👎👎,0,0,7467136502909111574,7467136502909111574,negative,"['👎', '👎', '👎', '👎', '👎', '👎', '👎', '👎', '👎', '👎', '👎', '👎', '👎', '👎']",-1.0
7467714103219553046,2025-02-04 23:47:00,Nie wieder CDU!!!!!,0,0,7467136502909111574,7467136502909111574,negative,[],-1.0
7467709216867451670,2025-02-04 23:27:14,Du bist ein Lügner,0,0,7467136502909111574,7467136502909111574,negative,[],-1.0
7467702129382343446,2025-02-04 22:59:11,Die Zeit wird kommen 👍,0,0,7467136502909111574,7467136502909111574,neutral,['👍'],-1.0
7467701783650091798,2025-02-04 22:57:50,Leider waren Sie zu lange im Amt,0,0,7467136502909111574,7467136502909111574,neutral,[],-1.0
7467680350161158934,2025-02-04 21:34:21,nicht mehr lange deine Tage sind gezählt,0,0,7467136502909111574,7467136502909111574,neutral,[],1.0
7467678060364497686,2025-02-04 21:25:16,es wäre gut wenn der selbst zurück treten würde,0,0,7467136502909111574,7467136502909111574,negative,[],1.0
7467671085947061014,2025-02-04 20:58:29,Minderheitsregierung- die Abschaffung jeglicher Art der Demokratie.,0,0,7467136502909111574,7467136502909111574,neutral,[],1.0
7467667935151883030,2025-02-04 20:46:08,"Meine Stimme diesmal f die CDU. Wenn einer das Land in Ordnung bringt und die Wirtschaft ankurbelt, dann Merz.",0,0,7467136502909111574,7467136502909111574,neutral,[],1.0
7467640611349234454,2025-02-04 18:59:54,7 Jahre zu lange.,0,0,7467136502909111574,7467136502909111574,negative,[],1.0
7467636198670385942,2025-02-04 18:42:56,Der ist so lächerlich,0,0,7467136502909111574,7467136502909111574,negative,[],-1.0
7467624467788743446,2025-02-04 17:57:32,warum hat er zwei Seiten....erst redet er so und jetzt wieder so ....bitte dank ab und mache Platz für ein neuen Ministerpräsident,0,0,7467136502909111574,7467136502909111574,negative,[],-1.0
7467622007048569622,2025-02-04 17:47:54,😂😂😂😂,0,0,7467136502909111574,7467136502909111574,negative,"['😂', '😂', '😂', '😂']",-1.0
7467601608466236182,2025-02-04 16:28:46,7 Jahre macht er nichts. Er kann doch abschieben. Aber da hat jemand Angst als Rechter dann da zustehen.,0,0,7467136502909111574,7467136502909111574,negative,[],-1.0
7467601528305779478,2025-02-04 16:28:43,Ihr zerstört euch selbst,0,0,7467136502909111574,7467136502909111574,negative,[],-1.0
7467590760818098966,2025-02-04 15:46:55,unfassbar dieser Bückling,0,0,7467136502909111574,7467136502909111574,negative,[],-1.0
7467589428450607894,2025-02-04 15:41:26,Ich wähle dich ganz bestimmt nicht.😂,0,0,7467136502909111574,7467136502909111574,neutral,['😂'],-1.0
7467574291657409302,2025-02-04 14:43:14,Das ist auch einer von der Lügen Regierung 😡😡😡😡😡😡😡😡😡😡😡😡,0,0,7467136502909111574,7467136502909111574,negative,"['😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡']",-1.0
7467565509547819798,2025-02-04 14:09:01,Sie sind ein Wendehals in jeder Hinsicht sie schwimmen da mit wo sie wissen das sie ihr Gehalt weiter beziehen,0,0,7467136502909111574,7467136502909111574,neutral,[],111.0
7467545484467569430,2025-02-04 12:51:06,"Die CDU ist eine Partei, die in der Zikunft zerfallen wird.",0,0,7467136502909111574,7467136502909111574,neutral,[],111.0
7467544616846557974,2025-02-04 12:47:49,"Der wird mir immer unsympathischer!!!
🤮🤮🤮🤮",0,0,7467136502909111574,7467136502909111574,negative,"['🤮', '🤮', '🤮', '🤮']",111.0
7467537782971040534,2025-02-04 12:21:25,so ein Schwachmat 🥴,0,0,7467136502909111574,7467136502909111574,negative,['🥴'],111.0
7467537624900600598,2025-02-04 12:20:58,Nach 7 Jahren merkt Herr Kretschmer das die CDU die Probleme lösen muss - eine solche Erkenntnis nach nur 7 Jahren - Spitze - wirklich toll -,0,0,7467136502909111574,7467136502909111574,positive,[],111.0
7467535439613248278,2025-02-04 12:12:21,7 Jahre zuviel,0,0,7467136502909111574,7467136502909111574,negative,[],111.0
7467529044307165974,2025-02-04 11:48:01,Er ist nicht legal Ministerpräsident von Sachsen geworden,0,0,7467136502909111574,7467136502909111574,neutral,[],111.0
7467520798317282070,2025-02-04 11:15:37,"Niemals CDU/CSU niemals mehr rot grün oder Gelb , unsere Zukunft ist Blau",0,0,7467136502909111574,7467136502909111574,neutral,[],111.0
7467513469886399254,2025-02-04 10:47:05,Herr Kretzschmar dich hat keiner gewählt geh einfach und mach Platz,0,0,7467136502909111574,7467136502909111574,neutral,[],-1.0
7467505699711894294,2025-02-04 10:17:08,Lügen,0,0,7467136502909111574,7467136502909111574,negative,[],111.0
7467494854239519510,2025-02-04 09:34:53,7jahre zu lange an der Spitze. Eine Meinung hat nichts mit rechts zu tun. Die CDU hat das Pack reingeht.,0,0,7467136502909111574,7467136502909111574,negative,[],111.0
7467491359173018390,2025-02-04 09:21:38,7Jahre zu viel,0,0,7467136502909111574,7467136502909111574,negative,[],111.0
7467478903083598614,2025-02-04 08:33:10,😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁,0,0,7467136502909111574,7467136502909111574,negative,"['😁', '😁', '😁', '😁', '😁', '😁', '😁', '😁', '😁', '😁', '😁', '😁', '😁', '😁', '😁']",-1.0
7467471183143830294,2025-02-04 08:03:04,Kommunismus und Diktatur gehen auch bei den heutigen Grünen wie seit eh und je in der Geschichte Hand in Hand. Hand in Hand gehen auch die Grünen mit der CDU.,0,0,7467136502909111574,7467136502909111574,neutral,[],111.0
7467461563088552726,2025-02-04 07:25:54,komischer Weise dürfen solche Politiker ausreden. der solch mal um sein Revier kümmern!,0,0,7467136502909111574,7467136502909111574,neutral,[],-1.0
7467458475645354774,2025-02-04 07:14:22,Ihr habt die Deutschen zum Schlachtvieh gemacht Ihr seit unwählbar,0,0,7467136502909111574,7467136502909111574,negative,[],1.0
7467446564592648982,2025-02-04 06:27:31,"Er ist bald Geschichte, ich hoffe ohne bezüge",0,0,7467136502909111574,7467136502909111574,neutral,[],1.0
7467443361394475798,2025-02-04 06:15:13,"Würdet ihr eine ordentliche Politik betreiben, halten was ihr vor der Wahl versprecht, den Wählerwillen nicht vergessen, dann gäbe es keine Diskussionen.",0,0,7467136502909111574,7467136502909111574,neutral,[],1.0
7467433785194332950,2025-02-04 05:38:27,Was haben Sie denn die letzten 7 Jahre dazu beigetragen?,0,0,7467136502909111574,7467136502909111574,neutral,[],1.0
7467432432301916950,2025-02-04 05:34:35,Keiner wollte dich. Wahlbetrüger.,0,0,7467136502909111574,7467136502909111574,neutral,[],1.0
7467428552008352534,2025-02-04 05:19:39,"Herr Kretschmer treten sie jetzt in Würde zurück, oder sie werden durch die Bürger zurück getreten.",0,0,7467136502909111574,7467136502909111574,neutral,[],-1.0
7467423386282738454,2025-02-04 05:00:56,Hart war höchstens das er widerwillig mit Grünen ins Bett muss,0,0,7467136502909111574,7467136502909111574,neutral,[],-1.0
7467423220698710807,2025-02-04 04:58:11,😂😂😂😂,0,0,7467136502909111574,7467136502909111574,negative,"['😂', '😂', '😂', '😂']",-1.0
7467417307833828118,2025-02-04 04:36:50,....so ein ekelhafter Typ.....,0,0,7467136502909111574,7467136502909111574,negative,[],1.0
7467411934019961622,2025-02-04 04:16:39,CDU hat viel falsch gemacht. Unwählbar. Arbeitet nur in die eigene Tasche,0,0,7467136502909111574,7467136502909111574,negative,[],1.0
7467407310017528598,2025-02-04 03:58:23,👎👎👎,0,0,7467136502909111574,7467136502909111574,negative,"['👎', '👎', '👎']",-1.0
7467402744212308758,2025-02-04 03:43:09,Ich bin Sprachlos außer bei Impfungen ....nicht vergessen Sie haben Blut an Ihren Händen und Menschen in die Einsamkeit geschickt...nicht vergessen😇,0,0,7467136502909111574,7467136502909111574,neutral,['😇'],-1.0
7467397689110463254,2025-02-04 03:21:47,Ihr zerstört euch selbst und Deutschland,0,0,7467136502909111574,7467136502909111574,negative,[],1.0
7467396899999056662,2025-02-04 03:20:47,😂😂😂😂,0,0,7467136502909111574,7467136502909111574,negative,"['😂', '😂', '😂', '😂']",1.0
7467392949686534934,2025-02-04 03:06:50,"ich bin stolz ein Sachse zu sein.
aber ich bin gegen diese Person 😂😂",0,0,7467136502909111574,7467136502909111574,neutral,"['😂', '😂']",1.0
7467389880944411414,2025-02-04 02:53:20,Den gibst ja immer noch ich hoffe der verschwindet bald der labert nur und ist voller Wiederschpüche...,0,0,7467136502909111574,7467136502909111574,neutral,[],1.0
7467381078102278934,2025-02-04 02:16:45,Au man Pumuckl und Meisterin das sind 2 die man in Deutschland nicht braucht,0,0,7467136502909111574,7467136502909111574,negative,[],1.0
7467352113342448406,2025-02-04 00:22:24,Das ist definitiv zu lange 😡😡😡😡😡💯,0,0,7467136502909111574,7467136502909111574,negative,"['😡', '😡', '😡', '😡', '😡', '💯']",1.0
