id,username,partei,video_description,voice_to_text,gpt_topic,topic_clean
7461961923857272086,annaluehrmann,Grüne,#trump ,"als die Administration jetzt sagt America first, wir kündigen den Pariser klimavertrag auf, dann sagen wir Europe United für mehr Klimaschutz, für mehr Wirtschaftskraft und zwar investitionssicherheit auf unserem Kontinent.
",Wahlkampf.,[]
7460193749289700630,annaluehrmann,Grüne,How to #haustürwahlkampf!  @Bündnis 90/Die Grünen MTK @gruenehessen @GRÜNE JUGEND Hessen ,,Wahlkampf.,[]
7464265458682793238,annaluehrmann,Grüne,"🗳️ Wer #Habeck will, muss Grüne wählen! 💚 #merz #brandmauer #bdk25 ","warum sterben eigentlich Demokratien? warum gehen sie zurück? und fast immer waren konservative die steigbügelhalter für rechtsextreme, für Rechtspopulisten. und das darf nicht noch einmal passieren. und deswegen lieber für dich März, die Brandmauer gegen rechts, die muss stehen. Demokratie wird von Menschen gemacht und kann deswegen von Menschen zerstört werden und von Menschen auch wieder geschützt werden. und genau das ist heute hier unsere Aufgabe, zusammen mit den hunderttausenden, die gestern auf der Straße waren, für unsere Demokratie einzutreten. Zuversicht dafür anzutreten, dass wir die Probleme, die menschgemachten Probleme in unserem Land und auf der Welt, dass wir die lösen können. mit den Vorschlägen im Wahlprogramm, die wir heute hier verabschieden wollen. für 1 Leben, das bezahlbar ist, für Investitionen in Kitas, in Schulen, für einen Frieden, in Freiheit. und genau dafür stehen wir hier, 1. als Bündnis 90 Die Grünen mit Robert Habeck als unserem Spitzenkandidat.
","Thema: Wahlkampf

Wahlkampf

",[]
7464173433815928087,annaluehrmann,Grüne,"🗳️ Wer Robert Habeck will, muss Grüne wählen! 💚 #brandmauer #habeck #demokratie ","Demokratie ist kein zuschauersport. Demokratie lebt vom Engagement der Menschen. und das ist die Botschaft, die wir jetzt in Deutschland leben müssen. in dieser Zeit auf die Straße, an die küchentische, reden, miteinander erklären, was die eigene Überzeugung ist, Fragen zulassen, Antworten geben, zur Diskussion stellen, aber es nicht delegieren und glauben, dass wenige Akteure, und seien es noch so viele wie wir jetzt in unserer Partei sind, für andere den Karren alleine Aus dem Dreck ziehen können.
","Wahlkampf.

Wahlkampf

(Note",[]
7469541825511034134,annaluehrmann,Grüne,,,Wahlkampf.,[]
7467532161885785366,annaluehrmann,Grüne,🚀 Wow! 5.000 neue Mitglieder in 5 Tagen! 😍 💚 Herzlich Willkommen!  🤝 Gemeinsam kämpfen wir für starke Grüne im nächsten Deutschen Bundestag. Let's go!  Bist du neu und hast Fragen?  Schreib mir!  #Teamhabeck #habeck #weltrekord ,"in den letzten 5 Tagen sind über 5.000 neue Menschen Mitglied bei bundesneunzig Die Grünen geworden. davon sind einige heute hier. herzlich willkommen. ihr seid in guter Gesellschaft. ihr seid in Gesellschaft der Menschen, die jetzt mit Zuversicht an die nächsten 3 Wochen rangehen. wir haben noch 20 Tage bis zur Bundestagswahl. wir können es hinkriegen, 1 hammerergebnis für bundesneunzig, Die Grünen für Robert Habeck einzufahren.
","Thema: Wahlkampf

Wahlkampf

",[]
7471697941770620182,annaluehrmann,Grüne,"🗳️ Wer Robert #Habeck will, muss Grüne wählen! 💚 Am 23.02. beide Stimmen GRÜN!  #hr #teamhabeck #politik ","meine Kritiker sagen über mich ähm, dass ich sehr hartnäckig, vielleicht auch mal hier 1 bisschen dickköpfig bin, weil wenn ich Mir Aus den Kopf gesetzt habe, dann würd ich das schon gerne erreichen.
","Wahlkampf

Wahlkampf

(Note:",[]
7471697940457934102,annaluehrmann,Grüne,"🗳️ Wer Robert #Habeck will, muss Grüne wählen! 💚 Am 23.02. beide Stimmen GRÜN!  #hr #teamhabeck #politik ","im klimabereich haben wir es geschafft vor 2 Jahren 1 Klimaschutzabkommen abzuschließen, wo drin steht, dass wir insgesamt als Welt aussteigen wollen Aus den fossilen Brennstoffen. is 1 riesiger Erfolg und ich hab da einen kleinen Beitrag zugeleistet.
",Wahlkampf,[]
7471697002875718934,annaluehrmann,Grüne,"🗳️ Wer Robert #Habeck will, muss Grüne wählen! 💚 Am 23.02. beide Stimmen GRÜN!  #hr #teamhabeck #politik ","wenn ich gestresst bin, dann ess ich Schokolade. am liebsten dunkle Schokolade mit Nüssen drin. und davon gab's ziemlich viel in letzter Zeit.
","Wahlkampf.

Wahlkampf

(Note",[]
7471650486605663510,annaluehrmann,Grüne,🗳️ Am 23.02. beide Stimmen GRÜN! 💚 #politik #BadSoden #eppstein #eschborn #flörsheim #hattersheim #hochheim #hofheim #kelkheim #kriftel #liederbach #kronberg #königstein #Liederbach #MainTaunus #Oberursel #Schwalbach #Sulzbach #Steinbach ,2002 gleich nach ihrem Abi in Hofheim am Taunus zog sie in den Bundestag 1 und wurde dort mit 19 Jahren die jüngste Abgeordnete in der Geschichte des Parlaments jetzt kandidiert sie erneut in Mein taunuskreis sehen sie mich weil wir für 1 stabiles Klima und eine moderne Wirtschaft Sorgen,"Wahlkampf.

Wahlkampf

(Note",[]
7471585631055990038,annaluehrmann,Grüne,"🗳️ Wer Robert #Habeck will, muss Grüne wählen! 💚 Am 23.02. beide Stimmen GRÜN!  #hr #teamhabeck #politik #merz #afd #brandmauer #demokratie ","jubelnde rechtsextreme im Deutschen Bundestag und sehr Lange Gesichter bei der CDU Friedrich März hat sich da total verpokert äh an diesem Tag im Bundestag vor 2 Wochen. und in der Tat haben die Menschen in unserem Land Angst davor, dass hier die Tür zumacht für die rechtsextremen einen kleinen spaltweit aufgemacht worden is. ich bin ganz viel angesprochen worden in den letzten Tagen von Menschen, die mich fragen, sind wir jetzt überhaupt noch äh willkommen hier? ist das noch unser Land? eine Frau Aus Spanien zum Beispiel, deren Eltern hier als Gastarbeiter herkam, die dieses Land mit aufgebaut haben, die machen sich jetzt Sorgen und Angst. und wir dürfen Angst nicht mit Angst bekämpfen, sondern wir brauchen eben Zuversicht. und die Zuversicht habe ich, weil es ja Lösungen gibt, die wir hier in der demokratischen Mitte beschließen könnten. nur was friedlich März gemacht hat, ist, er hat einfach freitags 1 Gesetzespaket auf den Tisch geknallt, 1 Antrag auf den Tisch geknallt und uns Allen gesagt stimmt zu oder ich geh mit den rechtsextremen. ja also friss oder stirb.
","Thema: Wahlkampf

Wahlkampf

",[]
7471335848932412694,annaluehrmann,Grüne,"🗳️ Wer Robert #Habeck will, muss Grüne wählen! 💚 Am 23.02. beide Stimmen GRÜN!  #hr #teamhabeck #politik #wirtschaft #klimakrise ","wir hatten ja damit zu kämpfen, dass über Nacht Putin den Gashahn nach Deutschland äh, abgestellt hat äh, und Robert Habeck hat es geschafft. sie ändern sich alle noch. alle haben gedacht, im Winter haben wir kein Gas mehr, um unsere Wohnung zu heizen, um äh, die verarbeitende Industrie äh, hier zu betreiben. er hats geschafft, in wenigen Monaten Gas zu organisieren Aus allerherren Länder. und genau mit diesem Tempo müssen wir weitermachen. wir haben's jetzt auch geschafft, bei 60 Prozent erneuerbaren Energien zu sein. die werden jetzt unsere Stromversorgung auch dazu sorgen, dass wir sie jetzt auch günstiger machen können. das muss jetzt in den nächsten Jahren passieren. also es sind ne ganze Menge weichen gestellt worden und diesen Kurs müssen wir jetzt halten für eine moderne Wirtschaft und auch für eine mörderwirtschaft, die für 1. stabiles Klima sorgt.
","Thema: Wahlkampf

Wahlkampf

",[]
7471051609242422550,annaluehrmann,Grüne,"🗳️ Wer Robert #Habeck will, muss Grüne wählen! 💚 Am 23.02. beide Stimmen GRÜN!  #hr #teamhabeck #politik #ukraine #standwithukraine ","wenn sie ihren Willen gehabt hätten, dann wäre vor 3 Jahren die Ukraine schon Russisch. dann wäre vor 3 Jahren die Ukraine von Russisch geworden. sagst du das mal? wenn die Ukraine keine Waffen gehabt hätte, dann wäre jetzt die gesamte Ukraine von Russland besetzt, mit der Folge, dass Menschen umgebracht worden wären, weil sie ne andere Meinung haben.
","Themenbereich: Wahlkampf

Wahlkampf",[]
7470825033657552150,annaluehrmann,Grüne,#afd #weidel #bundestag #politik #wahl ,Frau Präsidentin diese Zwischenrufe es ist es ist also das können sie ihre eigenen Fraktion ja auch mal sagen die permanent,Wahlkampf.,[]
7470822362775162134,annaluehrmann,Grüne,#merkel #merz #habeck #bundestagswahl ,wobei ich höre Stimmen Aus Union FDP dass einige noch überlegen wie sie diesmal abstimmen bin vor Allen Dingen überzeugt dass die CDU was die wirtschaftlichen Aufgaben bin vor Allen Dingen überzeugt dass die CDU was die wirtschaftlichen Aufgaben ne ne na ja also dann muss ich,Wahlkampf.,[]
7470204950409284866,annaluehrmann,Grüne,Für ein stabiles Klima und eine gerechte Bildungspolitik am 23.02 Grün wählen!💪💚 #gruene #habeck #bundestagswahl #deutschland #bundestag #merz #scholz ,wir hatten hier grade im Bundestag noch mal eine Debatte erst haben Olaf Scholz und Friedrich Merz gesprochen und ich fand's wirklich krass sie haben mit keinem Wort die drängenden  sie haben mit keinem Wort die drängenden zukunftsprobleme angesprochen kein Wort zum Klimaschutz kein Wort zur Bildung gestern Robert Habeck noch was wir brauchen was wir brauchen ist Zukunft und Mut für die Zukunft Zukunft heißt Klimaschutz der sehr sehr klar und deutlich gemacht hat dass wir unser Klima stabilisieren müssen um Wohlstand in unserem Land zu erhalten um auch ja den Zusammenhalt zu stärken das is die Grundlage von allem deswegen brauchen wir 1 stabiles Klima eine moderne Wirtschaft und wir müssen natürlich auch in unsere Bildung investieren in die Köpfe die unser Land am laufen halten genau das wollen wir Bündnis 90 Die Grünen machen nach der Bundestagswahl und deswegen brauchen wir viele Stimmen für Robert harberg für Bündnis 90 Die Grünen und dafür dass wir mit Zuversicht und Zusammenhalt in unsere Zukunft gehen können,"Thema: Wahlkampf

Wahlkampf

",[]
7474214900290653462,annaluehrmann,Grüne,Grün wählen! 💚 #habeck #teamhabeck ,magst du n Tee ja sehr gerne ja wie war denn der Wahlkampf so es war schon sehr schwer aber ja wir haben auf jeden Fall sehr viel Zuversicht gespürt Genau Zuversicht und wir halten ja auch zusammen hier deswegen ist ganz toll dass du auch in Hochheim nochmal vorbeigekommen bist und jetzt morgen alle rausgehen und und auf jeden Fall wählen gehen und 2 Kreuze grün 1 bei der Anna und 1 bei der Zweitstimme auch bei uns danke Robert,"Thema: Wahlkampf

Wahlkampf

",[]
7474180791547727126,annaluehrmann,Grüne,💚 GRÜN wählen! 🗳️ #habeck #teamhabeck #linke #gruene #merz #scholz ,"3 gute Gründe am Sonntag grün zu wählen, 1tens, wir machen das Leben bezahlbar, indem wir zum Beispiel das Deutschland Ticket bei 49 Euro sichern. 2tens, wir sorgen für faire mieten, indem wir die Mietpreisbremse verlängern und die ganzen Ausnahmen streichen. und 3tens, wir sorgen dafür, dass Frauen selber über ihren Körper bestimmen können und streichen deshalb endlich den Paragraph 218. deshalb am Sonntag 2 Stimmen für grün!
",Wahlkampf,[]
7473576025495047446,annaluehrmann,Grüne,#skandal #gruene #frankfurt #hessen #teamhabeck #habeck ,"deswegen müssen wir auch eben einen so engagierten Wahlkampf machen, damit klar ist, wir geben Stimmen für Klimaschutz, wir halten Kurs beim Klimaschutz für eine moderne Wirtschaft. und dafür geben wir jetzt in letzten 3 Tagen noch mal alles.
","Themenbereich: Wahlkampf

Wahlkampf",[]
7473539226345164054,annaluehrmann,Grüne,#habeck #fdp ,Dass die FDP am Sonntag an der 5 Prozent Hürde scheitern sollte hat sie selbst Schuld wären sie traurig Ich hab keine Emotionen zur FDP aber das is hart selbst erarbeitet,"Themenbereich: Wahlkampf.

Wahl",[]
7456726368840092950,awet_tesfaiesus,Grüne,#knowyourhistory #erinnerungskultur #merz #cdu ,,Wahlkampf,[]
7463790385500802326,awet_tesfaiesus,Grüne,#niewiederistjetzt #cdu #merz #btw25 #bundestagswahl #afd ,,Wahlkampf,[]
7459138521362664726,badumlisa,Grüne,Die Union verkackeiert mit ihrem Programm die deutsche Bevölkerung  #LisaBadum #TeamRobert #Habeck #Habeck4Kanzler #Merz #CDU ,"weil die Union die deutsche Bevölkerung einfach verkackeiert. alles, was die Union sagt, ist alles für die Füße. wir sehen von ihrer Seite, dass sie die Union sehr stark attackieren äh, von Voodoo äh Finanzierung beim unionsprogramm sprechen aber sehr wenig Angriffe Richtung Olaf Scholz. warum ist das so? ja, erstmal muss man sagen, es ist deswegen so, weil die Union die deutsche Bevölkerung einfach verkackeiert. sie sagen, wir wollen 100 Milliarden zusätzlich ähm, einnahmeausfälle haben, also Steuersenkung haben, Soli abschaffen und so weiter. davon mal abgesehen, dass vor allem die reichen und sehr reichen davon profitieren. es ist 0 gegenfinanziert. es ist einfach. das ist so, als OB sie Mir jetzt sagen würden, weißt du was, Robert, ich kann fliegen. und dann unterhalten wir uns darüber, OB sie wirklich fliegen können und OB sie so schlagen oder so schlagen. sie können aber nicht fliegen. also das alles, was die Union sagt, ist alles für die Füße. man kann es einfach vergessen, weil es nicht gegen finanziert ist. und das sage ich jetzt hier bei ihnen und das sage ich auf jeder Bühne, das ist einfach gar kein Angebot. und daraus kommt der Eindruck, wir würden uns vor allem mit der Union beschäftigen. die Union ist Mir aber eigentlich komplett egal. ich weise nur darauf hin, dass antworten, die nicht fundiert sind, im Wahlkampf, also grobe wiedertäuschung sind.
","Thema: Wahlkampf

Wahlkampf

",[]
7465399748241968406,badumlisa,Grüne,"CDU/CSU, FDP und BSW haben heute ein Tabu gebrochen. Sie haben gemeinsame Sache mit der AfD gemacht für billige Punkte im Wahlkampf. Sie haben die Brandmauer eingerissen für einen Antrag, der rein gar nichts lösen wird. Damit es niemand vergisst: - CDU/CSU bringen einen verfassungswidrigen & europafeindlichen Antrag ein. - AfD & FDP stimmen dafür, BSW enthält sich und der Antrag erhält eine Mehrheit. - Wer applaudiert? Nur die AfD. Wer profitiert? Nur die AfD. Ein bitterer Tag für unsere Demokratie. #Brandmauer #CDU #CSU #Merz #FDP #TeamHabeck",,"Wahlkampf

Wahlkampf

(Note:",[]
7463571267300461846,badumlisa,Grüne,Damit darf Friedrich Merz nicht durchkommen #Merz #CDU #Brandmauer #TeamHabeck #Habeck4Kanzler #Habeck ,"Mir ist es völlig gleichgültig, wer diesen Weg politisch mitgeht. ich sage nur, ich gehe keinen anderen. und wer ihn mit Mir gehen will, muss sich nach diesen 5 Punkten richten. Kompromisse sind zu diesen Themen nicht mehr möglich. nach dem Bruch der Ampel hat Friedrich März im Bundestag selber den Vorschlag unterbreitet, auch in dieser Phase des Übergangs nicht mit der AfD zusammenzuarbeiten. und auch für die Zeit nach der Wahl hat er das immer wieder betont. eine Zusammenarbeit unter seiner Führung wird es mit der CDU in Deutschland nicht geben und dieses Wort darf nicht gebrochen werden. ich fürchte nur Friedrich März steht ganz kurz davor, genau das zu tun. mit Blick auf die Debatte des letzten Tages. in Deutschland steht kein Kanzler über dem Parlament oder über dem Grundgesetz oder über dem recht.
","Thema: Wahlkampf

Wahlkampf

",[]
7469158827833806102,badumlisa,Grüne,Zuversicht: 4.000 waren heute in Bamberg auf der Straße für Demokratie. #LisaBadum #TeamLisa #DarumBadum #Bamberg,"Zuversicht, das haben wir grüne auf Wahlplakate geschrieben. und heute ist so n Tag, wo ich das richtig fühle. ganz viele Menschen in bammerk haben gesungen, gegen rechts, gegen Hass und Hetze, für die Demokratie und für die Menschlichkeit. haltet fest zusammen, haltet fest zusammen! und am Ende hat sich hier eine Menschenkette gebildet, von der kettenbrücke bis zur unteren Brücke, doppelreihe. es sind tausende von Menschen hier, weil ihnen wichtig ist, was wir hier als Gemeinschaft haben und was wir uns gemeinsam erarbeitet haben.
","Thema: Wahlkampf

Wahlkampf

",[]
7474175645761686806,badumlisa,Grüne,#Habeck #Scholz #Merz #Weidel #Bundestagswahl,,Wahlkampf,[]
7468213927604784406,benner_lukas,Grüne,Am 23.02. beide Stimmen Grün. Für ein Land das funktioniert.  #politics #reclaimtiktok #aachen #btw25 #bundestagswahl2025 #foryou #fyp #grüne #Kanzlerera # @Grüne Region Aachen💚  ,"wir stehen vor einer Richtungsentscheidung. wollen wir zurück in die Vergangenheit, zum Stillstand der großen Koalition oder Aufbruch in die Zukunft? Mein Name ist Lukas Benner, ich bin öcher, ich bin Europäer und für euch im Deutschen Bundestag, mit eurer Stimme will ich weiter für unsere Heimat arbeiten. denn es braucht Investitionen für sichere Infrastruktur, es braucht Maßnahmen für eine Wirtschaft, die wieder boomt. und dabei müssen wir mehr tun, dass das Leben für die Menschen bezahlbar bleibt. es braucht in diesem Land eine Politik, die Menschen und klimaschützt. am 23.februar ist Bundestagswahl. seid ihr bereit für Zukunft? denn daran will ich arbeiten. für Aachen, für euch, für 1 Land, das funktioniert.
","Wahlkampf

Wahlkampf

Wahl",[]
7472452526042811670,benner_lukas,Grüne,Meine neutrale Meinung.  #politics #reclaimtiktok #aachen #habeck #bundestagswahl2025 #foryou #fyp  #grüne #kanzlerera #roberthabeck  @Grüne Region Aachen💚  @grueneaachen  ,"also hier muss man sagen ich bin ja hier Aus der Region. das ist n super Kandidat ich würd den wählen. guter Typ Moment so ja einfach absolute Empfehlung.
",Wahlkampf,[]
7474003834679987478,benner_lukas,Grüne,Am Sonntag beide Stimmen grün!  @Katharina Dröge  @grueneaachen @Grüne Region Aachen💚 ,,Wahlkampf,[]
7466476285376630038,bernhard.herrmann3,Grüne,,,Wahlkampf.,[]
7469805102015057174,bernhard.herrmann3,Grüne,"Habt ihr gestern das TV-Duell verfolgt?    Ich habe die Antworten auf die drängendsten politischen Themen rausgesucht und sie für euch zusammengetragen. Spoiler: Viel Substanz war da nicht dabei.    Findet ihr das auch frustrierend? Wenn ihr nach echten, nachhaltigen Lösungen sucht, dann heißt es am 23. Februar: GRÜN wählen!",,Wahlkampf.,[]
7454931624686357782,boris.mijatovic.mdb,Grüne,Frohes Neues! 🎉  #neuhahr #newyears #teamrobert,,Wahlkampf.,[]
7464306472168492290,boris.mijatovic.mdb,Grüne,@gruenehessen auf der #bdk25! 💚  #teamhabeck #grün #hessen,,Themenbereich: Wahlkampf,[]
7469494283565894934,boris.mijatovic.mdb,Grüne,Deshalb #grün!,man sollte Die Grünen wählen weil wir eine Basisdemokratische Partei sind weil es wichtig ist sich in der  Gesellschaft  zu engagieren vor allem  gegen den rechtspunkt es ist wichtig  dass wir uns organisieren warum sollte man  noch Die Grünen wählen ich glaube dass besonders als  junger Mensch sich  zu politisch zu informieren der Die Grünen der richtige weg sind weil sie mit bildungsarbeit total viel weiterbilden  können und darüber  hinaus kannst du dich als Mensch der Mitglied wird auch noch einbringen  in die Gesellschaft im Stadtrat zum Beispiel im kreiswerk und  wenn du ganz ambitioniert bist vielleicht sogar noch im Landtag im Bundestag oder  dem Euro im Europäischen Parlament beeindruckt hat mich wie der Zusammenhalt  innerhalb der Grünen sind und dass trotz vieler Themen Diskussion wir trotzdem  immer noch für das eine kämpfen und zwar für den Klimaschutz für den Erhalt unserer  Welt und für soziale Projekte,Wahlkampf.,[]
7467540903318621462,boris.mijatovic.mdb,Grüne,Wer ist Boris wirklich?  #kandidat #btw25 ,,Wahlkampf.,[]
7467087593021197590,boris.mijatovic.mdb,Grüne,Wir sind mehr! #niewiederistjetz ,,Thema: Wahlkampf,[]
7472747892751600918,boris.mijatovic.mdb,Grüne,Frieden in Freiheit!  #kassel #frieden #freiheit #bundestagswahl ,"Frieden in Freiheit 1 friedliches Leben ist nur in Freiheit möglich. in Kassel Leben viele Menschen Aus vielen Nationen friedlich miteinander. Mein Name ist Boris miyatovic und ich möchte gern, dass wir das auch in Europa weitermachen, in Frieden und Freiheit Leben. am 23.februar Werbe ich um ihre Erststimme Boris miyatovic für Kassel tschüss!
","Wahlkampf

Wahlkampf

(Note:",[]
